YUV,OPT,QP,128x128,128x64,64x128,64x64,64x48,64x32,64x24,64x16,64x12,64x8,64x4,64x2,48x64,48x32,48x16,48x8,48x4,32x64,32x48,32x32,32x24,32x16,32x12,32x8,32x4,32x2,24x64,24x32,24x16,24x8,24x4,16x64,16x48,16x32,16x24,16x16,16x12,16x8,16x4,16x2,12x64,12x32,12x16,12x8,12x4,8x64,8x48,8x32,8x24,8x16,8x12,8x8,8x4,8x2,4x64,4x48,4x32,4x24,4x16,4x12,4x8,4x4,4x2,2x64,2x32,2x16,2x8,2x4,zeros,resto,chroma
BQSquare,INTER.csv,27,25,0,2,198,0,155,0,142,0,17,2,0,0,0,0,0,0,124,0,281,0,175,0,115,26,0,0,0,4,2,2,33,0,190,1,334,0,314,188,0,0,2,8,21,8,10,0,174,0,355,8,391,272,0,4,0,70,0,264,9,297,143,0,0,0,4,4,0,26,0,26
BQSquare,INTER.csv,32,31,10,11,238,0,159,0,152,0,11,2,0,0,0,0,0,0,114,0,181,0,88,0,43,12,0,0,0,0,0,0,23,0,65,0,121,0,127,51,0,0,0,3,4,2,6,0,62,2,116,0,144,82,8,4,0,17,3,81,2,112,36,0,0,0,4,2,0,12,0,9
BQSquare,INTER.csv,37,52,2,12,217,0,162,0,157,0,8,0,0,0,0,0,0,0,108,0,105,1,26,0,25,3,0,0,0,0,1,0,13,0,31,0,70,1,53,29,0,0,1,0,1,1,7,0,30,0,48,4,60,32,0,0,0,9,1,30,1,30,4,0,0,0,0,2,0,1,0,2
BQSquare,INTRA.csv,22,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,16,0,21,0,24,20,0,0,0,0,2,2,0,0,27,0,172,6,360,465,12,0,0,9,24,25,0,0,25,2,304,33,959,1552,464,0,0,16,1,348,26,1371,2405,0,0,0,0,174,0,122,64,1043
BQSquare,INTRA.csv,27,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,38,1,62,1,30,24,0,0,0,3,0,1,0,0,64,0,180,6,276,332,32,0,0,4,26,15,0,0,41,3,276,13,625,1156,362,0,0,32,1,290,11,1024,1895,0,0,0,16,184,0,95,64,746
BQSquare,INTRA.csv,32,0,0,0,2,0,14,0,12,0,5,0,0,0,0,0,0,0,7,0,47,0,56,0,35,26,0,0,1,0,0,0,8,0,68,0,172,3,163,172,16,0,2,6,4,8,3,0,49,3,193,6,395,722,208,0,0,18,1,181,6,731,1372,0,0,0,28,232,0,95,52,428
BQSquare,INTRA.csv,37,0,0,0,15,0,21,0,11,0,2,0,0,0,0,0,0,0,7,0,61,0,39,0,16,15,0,0,0,0,0,1,5,0,46,1,116,0,120,158,28,0,1,1,3,6,5,0,27,1,123,3,322,512,130,0,0,21,0,114,5,508,911,0,0,0,12,218,0,72,48,190
BQTerrace,INTER.csv,22,274,10,27,1623,3,1002,0,1225,2,665,222,0,2,4,10,17,19,998,1,6157,30,7707,69,9929,9784,8,9,34,93,435,701,1087,6,6004,131,16944,654,38712,37132,32,20,91,348,1681,1721,925,24,8142,392,30375,2247,62600,28871,170,867,22,9979,449,25989,1353,18572,6354,0,0,8,44,192,0,1109,80,3782
BQTerrace,INTER.csv,27,1037,396,331,2973,1,1966,4,1688,4,1269,237,0,16,2,0,14,13,2173,3,4056,13,2665,35,2301,1366,0,14,10,22,102,101,1241,4,2203,32,3304,160,4399,3898,16,28,43,60,190,173,976,7,2043,82,3914,371,4911,3137,56,663,8,1309,36,2783,162,2115,1091,0,0,4,12,36,0,362,20,1046
BQTerrace,INTER.csv,32,2131,406,423,1760,1,1300,3,1159,2,966,71,0,8,1,2,3,6,601,6,1377,7,669,23,671,341,0,0,3,11,38,24,406,4,637,17,933,39,1030,709,0,1,3,19,34,19,249,5,593,36,1053,72,1031,458,18,94,0,240,12,567,21,431,184,0,0,0,0,8,0,127,16,362
BQTerrace,INTER.csv,37,2920,174,166,653,1,1014,0,992,0,878,11,0,0,3,3,3,0,148,1,403,4,236,4,165,52,0,0,3,7,6,4,102,1,182,5,185,3,118,42,0,0,2,2,6,2,32,1,103,6,141,2,102,30,4,5,0,55,1,71,1,55,13,0,0,4,0,0,0,65,0,87
BQTerrace,INTRA.csv,22,2,5,6,58,1,50,0,67,0,30,9,0,0,0,0,1,1,100,0,341,3,379,3,429,303,0,3,2,2,6,24,155,0,446,3,1471,37,4486,4345,44,9,2,12,94,100,51,0,383,6,3397,143,52653,10472,1262,50,0,402,14,2124,70,6237,5311,0,0,68,204,440,0,1547,244,21764
BQTerrace,INTRA.csv,27,13,5,18,189,1,98,0,127,0,77,37,0,0,1,1,5,9,198,1,736,1,1055,9,1119,1107,8,0,6,19,48,71,200,0,855,24,2147,70,4836,5448,328,0,14,47,168,204,119,2,1045,46,3846,231,14244,10734,2454,113,9,1313,46,3480,168,6599,7449,0,0,116,244,738,0,1255,604,10430
BQTerrace,INTRA.csv,32,43,19,26,373,0,227,1,209,1,144,59,0,1,0,1,3,4,268,1,857,3,825,7,884,633,20,5,3,6,17,32,256,0,581,9,1416,33,2603,3137,404,5,6,9,41,53,142,5,606,19,2118,77,4705,7036,2540,107,5,536,6,2153,41,5039,7174,0,0,108,292,958,0,619,1064,5679
BQTerrace,INTRA.csv,37,117,40,81,325,0,181,0,170,3,150,46,0,0,0,0,7,5,129,3,687,3,754,6,608,325,32,2,3,2,8,8,123,0,411,11,1087,11,1871,1850,368,3,1,5,17,9,67,2,409,6,1560,9,2997,4070,1598,57,3,447,3,1422,8,3366,4659,0,0,84,380,766,0,296,1020,2469
BasketballDrillText,INTER.csv,22,51,2,0,735,0,449,0,243,0,134,72,0,0,0,0,0,0,160,0,1465,8,1107,7,719,432,0,0,6,9,19,7,103,0,968,8,2725,35,2697,2178,4,0,10,47,113,95,44,0,856,24,2861,67,4816,3284,304,21,0,423,21,2305,83,3443,2403,0,0,0,28,252,0,1952,144,6945
BasketballDrillText,INTER.csv,27,92,1,2,910,0,451,0,204,0,77,61,0,0,0,0,0,0,193,0,1343,7,1024,7,738,394,0,0,12,21,22,13,157,0,1017,7,2031,21,1741,1010,16,0,13,33,57,33,73,0,852,25,2050,52,2106,1090,56,14,0,283,6,1053,36,998,669,0,0,0,4,110,0,788,68,3226
BasketballDrillText,INTER.csv,32,129,35,28,882,0,432,0,178,0,73,39,0,0,0,0,0,0,196,0,1159,1,914,9,632,316,4,0,11,13,15,8,191,0,958,8,1294,12,956,477,12,0,9,14,20,10,93,0,657,18,982,15,786,286,4,25,0,173,1,338,1,234,93,0,0,0,8,14,0,266,28,1410
BasketballDrillText,INTER.csv,37,184,40,40,822,0,442,0,218,0,113,66,0,0,0,0,0,0,257,0,995,9,629,4,409,154,0,0,9,11,11,1,184,0,668,7,604,5,303,82,12,0,9,12,6,1,90,0,387,7,308,2,159,37,0,14,0,60,0,80,0,23,5,0,0,0,4,0,0,145,0,581
BasketballDrillText,INTRA.csv,22,1,2,0,11,0,10,0,29,0,18,31,0,0,0,0,0,0,9,0,85,0,155,1,87,130,4,0,1,3,4,3,6,0,57,1,470,2,413,644,28,0,0,3,11,14,0,0,62,0,389,7,1746,3846,1228,0,0,29,1,470,9,3742,6823,0,0,4,28,466,0,1477,276,6238
BasketballDrillText,INTRA.csv,27,2,0,0,33,0,34,0,31,0,25,34,0,0,0,0,0,0,18,0,114,0,141,4,93,74,12,0,0,4,3,1,10,0,91,0,458,1,495,509,56,0,0,4,4,6,4,0,55,2,481,4,1866,2583,550,2,0,32,3,472,7,2545,3477,0,0,0,40,286,0,846,100,4604
BasketballDrillText,INTRA.csv,32,4,0,0,64,0,47,0,43,0,18,13,0,0,0,0,0,0,15,0,123,1,177,2,124,108,8,0,2,3,4,2,12,0,136,0,445,2,632,470,40,0,1,1,4,2,2,0,103,1,623,3,1238,1297,208,0,0,51,0,340,3,1165,1472,0,0,4,16,138,0,473,92,3165
BasketballDrillText,INTRA.csv,37,6,0,2,101,0,50,0,41,0,16,11,0,0,0,0,0,0,27,0,116,1,205,1,141,138,16,0,3,4,4,2,21,0,160,6,416,1,405,239,36,0,2,2,3,2,8,0,98,0,473,5,609,555,98,1,0,32,0,229,0,637,732,0,0,0,16,110,0,232,96,1991
BasketballDrill,INTER.csv,22,46,2,3,818,0,340,0,118,0,24,12,0,0,0,0,0,0,202,0,1441,8,867,9,592,246,0,0,7,8,24,14,142,0,1036,10,2483,35,2758,1773,12,0,15,47,123,74,47,0,937,36,3498,123,5098,3076,200,5,0,448,13,2694,108,3588,2430,0,0,0,68,262,0,2003,124,7210
BasketballDrill,INTER.csv,27,94,5,5,945,0,374,0,151,0,32,6,0,0,0,0,0,0,204,0,1342,4,855,5,543,184,0,0,9,24,20,7,189,0,1063,12,2072,23,1720,761,16,0,13,40,46,27,68,0,956,29,2275,45,2263,956,68,13,0,319,13,1184,34,1111,648,0,0,4,16,106,0,791,44,3208
BasketballDrill,INTER.csv,32,131,38,26,884,0,356,0,160,0,44,9,0,0,0,0,0,0,241,0,1242,4,774,9,455,122,0,0,13,14,12,2,227,0,1020,14,1350,8,767,281,12,0,8,17,12,2,128,0,759,15,1073,24,632,186,14,39,0,174,5,369,4,173,94,0,0,0,24,8,0,242,20,1392
BasketballDrill,INTER.csv,37,179,41,62,816,0,408,0,145,0,62,10,0,0,0,0,0,0,312,0,931,5,560,3,276,34,0,0,15,10,3,0,270,0,727,4,615,3,292,55,4,0,8,2,4,0,121,0,398,4,325,0,104,17,0,20,0,79,0,85,0,19,2,0,0,4,4,0,0,80,4,505
BasketballDrill,INTRA.csv,22,0,1,1,5,0,16,0,13,0,2,0,0,0,0,0,0,0,7,0,101,0,85,0,53,30,0,0,1,1,0,2,8,0,84,1,255,5,377,576,44,0,0,3,11,12,0,0,54,1,443,9,1824,4031,1308,0,0,33,2,591,6,4355,7240,0,0,0,28,554,0,1649,344,6589
BasketballDrill,INTRA.csv,27,1,0,0,37,0,30,0,9,0,7,2,0,0,0,0,0,0,15,0,113,0,74,1,75,38,0,0,0,1,3,1,20,0,93,0,276,4,460,418,44,0,1,1,6,7,0,0,72,1,557,2,1963,2782,552,0,0,43,2,517,6,2971,4051,0,0,0,32,364,0,1015,116,4868
BasketballDrill,INTRA.csv,32,3,0,0,76,0,41,0,16,0,1,1,0,0,0,0,0,0,21,0,117,1,94,1,79,41,0,0,3,0,1,0,21,0,104,0,398,3,582,338,28,0,0,2,2,1,4,0,85,1,817,3,1515,1291,242,2,0,48,0,418,3,1294,1461,0,0,4,16,162,0,514,72,3119
BasketballDrill,INTRA.csv,37,6,1,2,110,0,39,0,27,0,5,0,0,0,0,0,0,0,25,0,113,1,124,1,87,40,0,0,4,1,0,2,27,0,176,1,484,1,425,240,24,0,3,6,0,1,11,0,108,1,606,3,663,549,84,5,0,48,1,234,0,553,750,0,0,0,24,98,0,236,56,1944
BasketballDrive,INTER.csv,22,559,184,133,3393,21,3004,184,3478,230,3608,2658,12,36,12,17,44,34,1556,12,3133,61,4032,177,3992,3061,144,14,28,41,74,71,1021,9,3147,66,5211,125,6167,4889,492,8,64,63,130,127,404,10,2234,69,4762,146,5707,5270,946,125,0,780,30,2352,63,3810,3240,0,8,12,136,304,0,6175,728,26297
BasketballDrive,INTER.csv,27,1135,405,435,2953,7,1963,55,1956,74,1688,805,0,30,21,18,15,10,1345,12,2877,38,2821,63,2113,1250,88,8,41,39,52,22,916,7,2796,60,3482,73,2959,1768,192,4,42,44,68,28,273,7,1777,50,2860,58,2458,1772,276,85,2,538,17,1235,23,1297,1058,0,0,16,60,104,0,2904,252,12733
BasketballDrive,INTER.csv,32,1658,421,429,2324,7,1584,14,1428,26,1162,310,4,28,21,12,15,4,1202,18,2364,26,1888,36,1184,536,52,4,25,24,24,7,916,17,2236,46,2246,34,1335,649,96,1,23,29,27,10,337,8,1307,33,1297,24,992,488,100,88,0,328,5,519,13,437,271,0,0,12,52,44,0,1597,88,6622
BasketballDrive,INTER.csv,37,2022,275,347,2004,7,1553,8,1316,15,1003,136,0,18,13,10,6,1,1109,18,1921,14,1156,14,518,201,24,8,33,20,9,4,818,12,1504,14,990,14,448,169,16,1,15,8,3,3,347,3,756,17,513,8,268,112,16,57,2,177,4,143,2,91,37,0,0,16,12,0,0,690,20,3134
BasketballDrive,INTRA.csv,22,4,0,0,19,0,128,2,272,10,398,448,172,0,0,0,1,1,41,0,168,1,588,12,802,834,284,0,0,2,5,6,110,0,256,3,728,10,2940,3600,780,3,2,3,21,10,155,1,263,2,1306,3,21155,4581,1656,130,0,138,1,420,7,2077,1631,0,28,12,52,148,0,4164,1568,19777
BasketballDrive,INTRA.csv,27,18,20,22,199,4,201,14,325,16,307,247,92,1,0,0,0,3,107,1,438,4,1354,14,2251,3019,660,1,1,1,6,5,209,0,337,0,809,6,1734,2114,980,3,3,4,10,6,66,1,224,4,708,6,1368,1890,890,32,1,105,0,347,0,928,1117,0,0,24,52,128,0,2376,2556,12017
BasketballDrive,INTRA.csv,32,47,51,13,359,1,218,5,308,10,229,168,84,1,0,1,0,1,141,1,537,3,1317,5,1853,2132,768,0,3,5,10,2,119,1,393,5,865,5,1335,1289,736,1,0,3,7,5,32,0,231,0,630,5,820,933,380,18,0,104,0,245,1,477,615,0,4,20,24,50,0,1530,1492,7675
BasketballDrive,INTRA.csv,37,63,99,69,520,0,185,1,261,0,168,95,32,1,1,0,2,0,133,1,611,4,1203,3,1296,1443,600,0,1,4,1,1,105,0,387,3,677,4,901,760,476,0,5,1,3,2,33,0,234,3,431,2,464,415,214,2,0,100,1,160,1,220,153,0,0,0,12,12,0,999,788,4602
BasketballPass,INTER.csv,22,0,0,0,240,0,107,0,111,0,15,0,0,0,0,0,0,0,100,0,351,0,189,0,135,35,0,0,1,2,2,2,37,0,240,3,567,8,481,312,0,0,5,15,28,13,40,0,290,4,757,35,1055,638,10,7,0,186,13,815,33,1094,497,0,0,0,0,26,0,144,32,554
BasketballPass,INTER.csv,27,4,2,3,267,0,132,0,138,0,22,0,0,0,0,0,0,0,120,0,265,0,175,0,109,16,0,0,1,2,5,0,45,0,205,2,357,6,286,166,4,0,3,4,11,5,46,0,227,2,480,14,536,302,12,14,0,110,8,388,8,438,193,0,0,0,0,20,0,60,4,170
BasketballPass,INTER.csv,32,17,9,2,250,0,148,0,157,0,15,4,0,0,0,0,0,0,116,0,241,0,145,0,73,18,0,0,2,2,0,1,52,0,160,1,240,1,129,62,0,0,1,4,7,2,37,0,159,0,223,4,180,83,0,12,0,65,0,164,6,116,56,0,0,0,12,4,0,26,12,60
BasketballPass,INTER.csv,37,40,3,2,225,0,156,0,165,0,10,4,0,0,0,0,0,0,134,0,134,0,110,0,49,4,0,0,0,0,1,0,47,0,81,0,104,0,41,12,0,0,2,0,0,0,40,0,79,1,67,1,50,13,0,19,0,34,2,50,0,12,0,0,0,0,0,0,0,0,0,17
BasketballPass,INTRA.csv,22,0,0,0,17,0,2,0,4,0,8,4,0,0,0,0,0,0,5,0,42,1,35,0,46,50,4,0,0,0,0,0,8,0,21,0,102,0,101,203,76,0,0,1,2,1,5,0,28,0,134,2,378,719,326,8,0,37,0,240,4,884,1156,0,0,4,8,196,0,399,192,1355
BasketballPass,INTRA.csv,27,0,0,0,23,0,2,0,7,0,5,2,0,0,0,0,0,0,2,0,55,0,35,0,30,40,8,0,0,0,0,0,1,0,15,0,98,1,138,205,80,0,0,1,1,4,1,0,30,0,152,2,369,618,200,2,0,34,0,223,5,673,810,0,0,0,8,130,0,302,204,1077
BasketballPass,INTRA.csv,32,0,0,0,23,0,8,0,9,0,2,0,0,0,0,0,0,0,8,0,39,0,39,0,43,37,8,0,0,2,1,0,1,0,33,0,122,0,163,165,72,0,1,6,3,3,3,0,41,0,154,5,302,341,88,3,0,29,0,181,3,398,441,0,4,4,20,92,0,176,116,750
BasketballPass,INTRA.csv,37,0,0,0,24,0,10,0,8,0,0,0,0,0,0,0,0,0,11,0,47,0,45,0,48,53,8,0,2,0,0,0,3,0,42,0,107,3,120,147,28,0,0,0,0,1,4,0,49,0,149,5,218,220,40,3,0,45,1,119,1,216,266,0,4,12,36,80,0,71,120,457
BlowingBubbles,INTER.csv,22,0,0,0,33,0,32,0,38,0,15,4,0,0,0,0,0,0,50,0,443,2,349,3,243,69,0,0,8,12,8,4,62,0,493,3,1167,9,1025,651,8,0,7,28,59,37,47,0,507,12,1802,53,2226,1206,54,10,0,313,10,1636,59,1830,832,0,0,0,0,36,0,301,20,2036
BlowingBubbles,INTER.csv,27,8,0,0,92,0,98,0,100,0,29,2,0,0,0,0,0,0,90,0,448,3,307,0,139,50,0,0,5,5,3,1,66,0,388,6,731,7,577,320,0,0,5,14,29,16,54,0,388,9,980,28,1008,513,34,11,0,204,11,758,29,740,350,0,0,0,4,32,0,164,8,861
BlowingBubbles,INTER.csv,32,14,2,3,157,0,107,0,105,0,11,0,0,0,0,0,0,0,121,0,415,2,249,1,99,20,4,0,4,4,1,0,72,0,319,5,434,0,300,131,0,0,4,5,9,5,49,0,269,4,481,13,316,120,8,11,0,97,4,237,4,164,67,0,0,4,0,4,0,64,4,357
BlowingBubbles,INTER.csv,37,32,2,5,174,0,150,0,141,0,6,0,0,0,0,0,0,0,117,0,306,1,187,0,66,12,4,0,6,3,0,0,55,0,187,5,188,1,90,40,0,0,1,1,3,1,31,0,130,2,156,2,43,12,0,10,0,35,1,49,0,20,5,0,0,0,4,0,0,39,0,131
BlowingBubbles,INTRA.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,1,11,0,6,0,0,0,0,0,0,0,0,0,15,0,80,3,150,239,12,0,0,0,4,4,0,0,27,0,258,3,760,1118,218,0,0,16,0,410,9,1453,1531,0,0,0,16,346,0,383,196,2636
BlowingBubbles,INTRA.csv,27,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,18,2,15,0,16,6,0,0,0,1,0,0,1,0,31,0,129,0,180,175,12,0,0,4,5,2,0,0,41,2,314,5,731,893,220,0,0,26,1,421,10,1168,1318,0,0,4,68,376,0,271,100,1717
BlowingBubbles,INTRA.csv,32,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28,0,35,0,15,10,0,0,1,0,1,2,3,0,62,0,170,1,191,160,24,0,2,3,4,1,0,0,56,1,341,8,569,579,130,0,0,42,3,337,2,861,790,0,0,0,56,236,0,169,92,1034
BlowingBubbles,INTRA.csv,37,0,0,0,2,0,4,0,0,0,2,1,0,0,0,0,0,0,3,0,49,0,39,0,21,6,0,0,1,0,1,0,4,0,70,0,198,1,179,108,28,0,2,1,2,0,4,0,71,1,302,4,428,361,122,4,0,34,3,234,2,499,442,0,0,0,52,230,0,94,64,592
Cactus,INTER.csv,22,811,21,19,2436,7,1764,17,1664,7,1367,439,4,12,22,15,24,8,1576,25,5296,30,5804,75,4864,2227,16,8,72,138,199,83,1311,18,5916,107,9891,186,11860,6967,100,15,115,236,596,289,849,30,5335,236,12459,580,14919,6781,344,314,9,2413,96,6914,297,6568,3254,0,0,20,56,216,0,2974,252,19261
Cactus,INTER.csv,27,1454,114,151,2773,26,1682,4,1520,1,985,117,0,21,17,13,9,4,1398,20,3874,25,2606,23,1879,482,12,7,55,51,69,18,1057,15,3242,45,4805,81,3876,1700,16,4,33,108,154,64,588,14,2687,114,5254,160,5103,1667,88,158,9,928,63,2589,70,2089,863,0,0,8,36,28,0,1132,60,5715
Cactus,INTER.csv,32,1799,244,263,2397,12,1506,6,1330,0,943,65,4,23,19,9,11,1,1093,23,2813,22,1637,8,1155,236,0,10,32,21,26,5,849,16,2114,35,2834,27,1775,602,8,4,11,33,30,7,499,15,1661,62,2183,25,1524,353,12,156,3,450,13,777,7,404,114,0,0,16,12,14,0,615,40,2734
Cactus,INTER.csv,37,2155,254,265,2110,24,1327,5,1154,2,846,31,0,20,12,4,5,0,832,7,1689,6,988,4,557,79,0,7,18,17,9,2,699,12,1227,17,1080,7,491,99,4,3,8,5,2,2,317,1,706,18,466,3,166,27,0,84,0,107,1,119,1,37,7,0,0,0,4,0,0,281,0,1158
Cactus,INTRA.csv,22,1,0,0,21,1,69,4,148,4,211,227,28,0,0,6,7,5,42,2,339,7,955,17,1587,1654,224,2,1,9,25,33,53,1,472,5,2385,19,5639,5856,624,4,4,16,49,60,36,3,345,13,2078,48,6038,9349,1694,38,3,229,8,1662,30,5287,6618,0,8,12,72,458,0,3936,1448,30079
Cactus,INTRA.csv,27,63,16,13,243,0,146,0,157,3,96,41,12,2,2,2,1,1,124,3,595,4,951,4,909,716,116,1,2,8,19,13,78,0,737,3,2134,26,3037,2667,556,0,4,26,35,29,47,4,526,9,2422,42,4561,5240,1388,40,2,334,10,1775,23,4433,5493,0,0,16,208,760,0,2345,1200,15402
Cactus,INTRA.csv,32,105,11,6,298,1,156,1,167,4,100,34,12,1,1,1,2,1,142,1,710,7,830,0,743,514,84,1,8,10,17,3,128,1,786,4,1780,15,2139,1556,364,0,8,11,28,17,51,0,694,5,2196,18,3403,3137,684,39,5,382,5,1483,11,3243,3577,0,4,32,212,610,0,1189,708,8560
Cactus,INTRA.csv,37,120,25,13,347,3,159,1,168,1,94,39,4,5,2,2,3,1,215,8,750,4,780,4,669,403,104,1,5,5,11,5,173,4,860,13,1495,19,1679,1027,268,0,3,9,15,5,79,2,664,7,1909,19,2176,1757,372,31,3,352,4,1157,0,1920,1860,0,0,40,160,368,0,633,524,5180
