YUV,OPT,QP,128x128,128x64,64x128,64x64,64x48,64x32,64x24,64x16,64x12,64x8,64x4,64x2,48x64,48x32,48x16,48x8,48x4,32x64,32x48,32x32,32x24,32x16,32x12,32x8,32x4,32x2,24x64,24x32,24x16,24x8,24x4,16x64,16x48,16x32,16x24,16x16,16x12,16x8,16x4,16x2,12x64,12x32,12x16,12x8,12x4,8x64,8x48,8x32,8x24,8x16,8x12,8x8,8x4,8x2,4x64,4x48,4x32,4x24,4x16,4x12,4x8,4x4,4x2,2x64,2x32,2x16,2x8,2x4,zeros,resto,chroma
BQMall,INTER.csv,32,233,13,2,610,0,254,0,70,0,28,6,0,0,0,0,0,0,200,0,1253,0,439,0,231,74,0,0,0,0,0,0,265,0,1105,0,1058,0,568,269,8,0,0,0,0,0,238,0,1368,0,1418,0,789,200,6,85,0,775,0,1003,0,431,123,0,0,8,15,21,0,237,5,1307
BQMall,INTER.csv,37,266,13,11,630,0,338,0,70,0,28,4,0,0,0,0,0,0,242,0,977,0,298,0,158,36,0,0,0,0,0,0,344,0,859,0,554,0,211,76,1,0,0,0,0,0,253,0,826,0,607,0,210,46,0,69,0,361,0,284,0,48,7,0,0,2,0,1,0,108,7,523
BQMall,INTRA.csv,22,0,0,1,11,0,9,0,10,0,5,1,0,0,0,0,0,0,16,0,77,0,90,0,65,62,20,0,0,0,0,0,32,0,179,0,397,0,616,738,91,0,0,0,0,0,47,0,312,0,1119,0,2021,2755,741,61,0,422,0,1669,0,3514,4062,0,0,44,244,1138,0,1597,611,7653
BQMall,INTRA.csv,27,1,0,4,39,0,12,0,1,0,0,0,0,0,0,0,0,0,25,0,137,0,89,0,67,75,8,0,0,0,0,0,31,0,221,0,420,0,536,591,84,0,0,0,0,0,45,0,284,0,955,0,1613,1726,554,52,0,299,0,1238,0,2371,2841,0,0,39,260,910,0,1161,603,6345
BQMall,INTRA.csv,32,7,1,2,61,0,20,0,11,0,0,0,0,0,0,0,0,0,27,0,154,0,82,0,74,73,17,0,0,0,0,0,47,0,219,0,391,0,479,463,70,0,0,0,0,0,24,0,291,0,776,0,1137,1181,394,14,0,270,0,928,0,1517,1771,0,0,34,220,557,0,733,419,5032
BQMall,INTRA.csv,37,12,4,1,72,0,28,0,5,0,5,0,0,0,0,0,0,0,26,0,138,0,100,0,99,68,20,0,0,0,0,0,35,0,233,0,340,0,418,320,67,0,0,0,0,0,20,0,276,0,650,0,777,669,166,5,0,240,0,649,0,807,940,0,8,38,156,302,0,459,297,4047
BQSquare,INTER.csv,22,13,2,0,144,0,133,0,111,0,15,0,0,0,0,0,0,0,76,0,336,0,334,0,213,91,0,0,0,0,0,0,31,0,284,0,665,0,932,671,0,0,0,0,0,0,8,0,294,0,1000,0,1124,629,0,0,0,115,0,786,0,631,230,0,0,0,0,6,0,37,4,1234
BQSquare,INTER.csv,27,25,0,2,198,0,155,0,142,0,17,2,0,0,0,0,0,0,124,0,281,0,174,0,115,26,0,0,0,0,0,0,33,0,188,0,320,0,310,184,0,0,0,0,0,0,10,0,173,0,343,0,380,246,0,4,0,69,0,242,0,252,89,0,0,0,4,2,0,26,0,290
BQSquare,INTER.csv,32,31,10,11,238,0,159,0,152,0,11,2,0,0,0,0,0,0,114,0,181,0,88,0,43,12,0,0,0,0,0,0,23,0,65,0,121,0,126,50,0,0,0,0,0,0,6,0,62,0,116,0,143,81,3,4,0,17,0,78,0,95,21,0,0,0,1,1,0,12,0,73
BQSquare,INTER.csv,37,52,2,12,217,0,162,0,157,0,8,0,0,0,0,0,0,0,108,0,105,0,26,0,25,3,0,0,0,0,0,0,13,0,31,0,70,0,53,29,0,0,0,0,0,0,7,0,30,0,48,0,58,30,0,0,0,9,0,28,0,26,3,0,0,0,0,1,0,1,0,26
BQSquare,INTRA.csv,22,0,0,0,0,0,0,0,2,0,0,1,0,0,0,0,0,0,0,0,16,0,21,0,24,20,0,0,0,0,0,0,0,0,27,0,172,0,342,431,10,0,0,0,0,0,0,0,24,0,297,0,903,1389,375,0,0,16,0,335,0,1255,2092,0,0,0,0,163,0,122,46,2014
BQSquare,INTRA.csv,27,0,0,0,0,0,3,0,0,0,0,1,0,0,0,0,0,0,3,0,38,0,62,0,29,23,0,0,0,0,0,0,0,0,62,0,167,0,255,300,20,0,0,0,0,0,0,0,41,0,260,0,568,996,290,0,0,32,0,270,0,907,1590,0,0,0,10,154,0,95,44,1716
BQSquare,INTRA.csv,32,0,0,0,2,0,14,0,12,0,5,0,0,0,0,0,0,0,7,0,47,0,55,0,35,25,0,0,0,0,0,0,8,0,67,0,156,0,134,147,6,0,0,0,0,0,3,0,46,0,163,0,338,585,149,0,0,16,0,158,0,620,1120,0,0,0,16,177,0,95,33,1311
BQSquare,INTRA.csv,37,0,0,0,15,0,21,0,11,0,2,0,0,0,0,0,0,0,7,0,57,0,38,0,15,14,0,0,0,0,0,0,5,0,45,0,83,0,95,130,12,0,0,0,0,0,5,0,24,0,98,0,260,421,84,0,0,19,0,90,0,415,690,0,0,0,7,127,0,72,24,1009
BQTerrace,INTER.csv,22,274,10,27,1610,0,997,0,1224,0,664,220,0,0,0,0,0,0,993,0,6155,0,7667,0,9820,9503,5,0,0,0,0,0,1079,0,5970,0,16509,0,36982,33106,17,0,0,0,0,0,910,0,7972,0,29380,0,57085,18608,106,823,0,9452,0,23415,0,12350,4905,0,0,4,31,102,0,1109,52,49033
BQTerrace,INTER.csv,27,1037,396,331,2971,0,1964,0,1687,0,1264,226,0,0,0,0,0,0,2116,0,4053,0,2634,0,2252,1271,0,0,0,0,0,0,1235,0,2187,0,3225,0,4152,3425,7,0,0,0,0,0,955,0,2006,0,3786,0,4382,2327,27,613,0,1199,0,2586,0,1660,735,0,0,2,4,18,0,362,18,6594
BQTerrace,INTER.csv,32,2131,406,423,1760,0,1299,0,1158,0,966,70,0,0,0,0,0,0,587,0,1375,0,652,0,645,317,0,0,0,0,0,0,405,0,628,0,896,0,972,608,0,0,0,0,0,0,248,0,580,0,994,0,935,359,9,90,0,231,0,537,0,334,113,0,0,0,0,5,0,127,11,1570
BQTerrace,INTER.csv,37,2920,174,166,653,0,1014,0,992,0,876,11,0,0,0,0,0,0,148,0,400,0,228,0,159,48,0,0,0,0,0,0,102,0,181,0,167,0,110,40,0,0,0,0,0,0,32,0,102,0,127,0,93,23,1,5,0,47,0,55,0,40,8,0,0,1,0,0,0,65,0,291
BQTerrace,INTRA.csv,22,2,5,6,58,0,50,0,65,0,30,9,0,0,0,0,0,0,98,0,336,0,375,0,414,293,0,0,0,0,0,0,152,0,443,0,1460,0,4424,4145,29,0,0,0,0,0,48,0,377,0,3363,0,52291,8991,1035,46,0,394,0,2043,0,5359,4749,0,0,66,158,363,0,1547,192,26455
BQTerrace,INTRA.csv,27,13,5,18,178,0,98,0,125,0,77,36,0,0,0,0,0,0,197,0,723,0,1028,0,1048,992,2,0,0,0,0,0,199,0,847,0,2018,0,4449,4831,220,0,0,0,0,0,117,0,1014,0,3611,0,13358,9114,1851,113,0,1233,0,3081,0,5695,6346,0,0,91,157,566,0,1255,444,19435
BQTerrace,INTRA.csv,32,43,19,26,363,0,227,0,208,0,142,57,0,0,0,0,0,0,264,0,825,0,717,0,650,523,10,0,0,0,0,0,249,0,541,0,1240,0,2222,2623,258,0,0,0,0,0,135,0,560,0,1885,0,4080,5779,1755,100,0,450,0,1892,0,4274,5573,0,0,73,218,701,0,619,765,14188
BQTerrace,INTRA.csv,37,117,40,81,307,0,178,0,169,0,150,45,0,0,0,0,0,0,128,0,585,0,484,0,374,251,17,0,0,0,0,0,112,0,353,0,854,0,1466,1320,201,0,0,0,0,0,67,0,341,0,1283,0,2342,2989,945,54,0,353,0,1140,0,2562,3133,0,0,50,231,497,0,296,612,11033
BasketballDrillText,INTER.csv,22,51,2,0,725,0,449,0,243,0,134,72,0,0,0,0,0,0,160,0,1465,0,1060,0,712,420,0,0,0,0,0,0,103,0,962,0,2681,0,2629,2075,2,0,0,0,0,0,44,0,849,0,2774,0,4555,2797,227,21,0,405,0,2162,0,2892,1680,0,0,0,22,169,0,1952,104,10286
BasketballDrillText,INTER.csv,27,92,1,2,889,0,451,0,204,0,77,61,0,0,0,0,0,0,193,0,1343,0,997,0,729,377,0,0,0,0,0,0,157,0,1009,0,1971,0,1668,942,12,0,0,0,0,0,73,0,833,0,1949,0,1933,851,30,14,0,270,0,963,0,777,412,0,0,0,2,51,0,788,47,5099
BasketballDrillText,INTER.csv,32,129,35,28,870,0,432,0,178,0,73,39,0,0,0,0,0,0,196,0,1159,0,895,0,624,310,1,0,0,0,0,0,191,0,946,0,1233,0,906,428,7,0,0,0,0,0,93,0,646,0,934,0,697,212,2,25,0,159,0,292,0,155,44,0,0,0,2,7,0,266,11,2242
BasketballDrillText,INTER.csv,37,184,40,40,809,0,442,0,218,0,113,66,0,0,0,0,0,0,257,0,994,0,617,0,406,152,0,0,0,0,0,0,183,0,656,0,571,0,267,71,5,0,0,0,0,0,90,0,373,0,277,0,125,25,0,14,0,54,0,69,0,16,3,0,0,0,2,0,0,145,0,925
BasketballDrillText,INTRA.csv,22,1,2,0,11,0,10,0,29,0,18,31,0,0,0,0,0,0,9,0,85,0,149,0,85,126,4,0,0,0,0,0,6,0,57,0,408,0,406,582,28,0,0,0,0,0,0,0,61,0,380,0,1662,3528,1088,0,0,25,0,448,0,3399,5849,0,0,4,24,413,0,1477,253,8416
BasketballDrillText,INTRA.csv,27,2,0,0,33,0,34,0,31,0,25,34,0,0,0,0,0,0,18,0,114,0,130,0,87,63,6,0,0,0,0,0,10,0,88,0,391,0,473,422,36,0,0,0,0,0,4,0,54,0,467,0,1635,2066,402,2,0,29,0,414,0,1996,2603,0,0,0,26,201,0,846,78,7396
BasketballDrillText,INTRA.csv,32,4,0,0,64,0,47,0,43,0,18,13,0,0,0,0,0,0,15,0,123,0,157,0,105,83,5,0,0,0,0,0,12,0,133,0,392,0,530,312,18,0,0,0,0,0,2,0,97,0,537,0,902,909,145,0,0,39,0,240,0,824,1020,0,0,1,9,92,0,473,57,5476
BasketballDrillText,INTRA.csv,37,6,0,2,95,0,49,0,41,0,16,11,0,0,0,0,0,0,27,0,115,0,170,0,109,93,4,0,0,0,0,0,21,0,145,0,330,0,277,152,13,0,0,0,0,0,8,0,71,0,318,0,382,343,59,1,0,15,0,134,0,409,446,0,0,0,7,73,0,232,48,3878
BasketballDrill,INTER.csv,22,46,2,3,807,0,340,0,118,0,24,12,0,0,0,0,0,0,202,0,1441,0,847,0,583,233,0,0,0,0,0,0,142,0,1023,0,2451,0,2673,1661,3,0,0,0,0,0,47,0,927,0,3371,0,4789,2557,135,5,0,430,0,2516,0,3015,1715,0,0,0,43,160,0,2003,74,10859
BasketballDrill,INTER.csv,27,94,5,5,926,0,374,0,151,0,32,6,0,0,0,0,0,0,204,0,1342,0,845,0,538,166,0,0,0,0,0,0,189,0,1050,0,2039,0,1661,707,10,0,0,0,0,0,68,0,938,0,2171,0,2092,740,36,13,0,297,0,1083,0,855,400,0,0,1,10,50,0,791,29,5024
BasketballDrill,INTER.csv,32,131,38,26,866,0,356,0,160,0,43,9,0,0,0,0,0,0,241,0,1242,0,759,0,448,116,0,0,0,0,0,0,227,0,1003,0,1290,0,734,240,5,0,0,0,0,0,128,0,739,0,995,0,559,130,7,39,0,154,0,337,0,130,51,0,0,0,10,5,0,242,11,2158
BasketballDrill,INTER.csv,37,179,41,62,805,0,408,0,145,0,62,10,0,0,0,0,0,0,312,0,928,0,548,0,270,32,0,0,0,0,0,0,269,0,701,0,584,0,262,50,1,0,0,0,0,0,120,0,386,0,295,0,93,11,0,20,0,70,0,67,0,13,0,0,0,2,1,0,0,80,1,799
BasketballDrill,INTRA.csv,22,0,1,1,5,0,16,0,13,0,2,0,0,0,0,0,0,0,7,0,101,0,84,0,52,29,0,0,0,0,0,0,8,0,82,0,253,0,364,565,37,0,0,0,0,0,0,0,54,0,433,0,1758,3751,1160,0,0,32,0,559,0,4016,6357,0,0,0,20,482,0,1649,305,8559
BasketballDrill,INTRA.csv,27,1,0,0,37,0,30,0,9,0,7,2,0,0,0,0,0,0,15,0,113,0,74,0,74,36,0,0,0,0,0,0,20,0,91,0,270,0,445,358,33,0,0,0,0,0,0,0,70,0,530,0,1747,2198,401,0,0,41,0,440,0,2358,3007,0,0,0,24,271,0,1015,99,7835
BasketballDrill,INTRA.csv,32,3,0,0,75,0,41,0,16,0,1,1,0,0,0,0,0,0,21,0,117,0,93,0,76,32,0,0,0,0,0,0,21,0,100,0,372,0,492,244,10,0,0,0,0,0,4,0,81,0,708,0,1145,893,158,2,0,42,0,293,0,903,1020,0,0,2,8,113,0,514,38,5407
BasketballDrill,INTRA.csv,37,6,1,2,105,0,39,0,27,0,5,0,0,0,0,0,0,0,25,0,112,0,116,0,69,28,0,0,0,0,0,0,27,0,158,0,393,0,290,140,14,0,0,0,0,0,8,0,84,0,408,0,416,334,42,2,0,32,0,127,0,347,464,0,0,0,12,67,0,236,36,3778
BasketballDrive,INTER.csv,22,559,184,133,3270,0,2970,0,3378,0,3392,2408,9,0,0,0,0,0,1521,0,3096,0,3941,0,3764,2672,111,0,0,0,0,0,1006,0,3065,0,5021,0,5866,4332,363,0,0,0,0,0,387,0,2141,0,4530,0,5317,4492,718,120,0,720,0,2132,0,3253,2529,0,8,12,105,219,0,6175,546,34665
BasketballDrive,INTER.csv,27,1135,405,435,2808,0,1949,0,1929,0,1623,742,0,0,0,0,0,0,1312,0,2819,0,2728,0,1988,1065,50,0,0,0,0,0,902,0,2694,0,3273,0,2716,1505,112,0,0,0,0,0,262,0,1690,0,2614,0,2114,1338,166,81,0,484,0,1082,0,989,711,0,0,10,29,62,0,2904,155,17752
BasketballDrive,INTER.csv,32,1658,421,429,2137,0,1569,0,1403,0,1141,275,2,0,0,0,0,0,1178,0,2283,0,1785,0,1088,423,31,0,0,0,0,0,901,0,2120,0,2056,0,1159,500,56,0,0,0,0,0,329,0,1203,0,1145,0,804,307,47,88,0,282,0,431,0,285,161,0,0,6,24,15,0,1597,43,9782
BasketballDrive,INTER.csv,37,2022,275,347,1838,0,1536,0,1291,0,983,116,0,0,0,0,0,0,1088,0,1834,0,1082,0,472,145,11,0,0,0,0,0,795,0,1394,0,869,0,364,131,8,0,0,0,0,0,331,0,699,0,430,0,200,57,10,51,0,146,0,107,0,48,21,0,0,5,6,0,0,690,6,4815
BasketballDrive,INTRA.csv,22,4,0,0,19,0,127,0,270,0,387,428,165,0,0,0,0,0,41,0,168,0,581,0,776,785,275,0,0,0,0,0,109,0,256,0,718,0,2908,3470,718,0,0,0,0,0,152,0,254,0,1277,0,21025,4400,1402,117,0,119,0,397,0,2000,1516,0,23,9,47,122,0,4164,1401,21309
BasketballDrive,INTRA.csv,27,18,20,22,197,0,195,0,315,0,290,223,82,0,0,0,0,0,106,0,434,0,1327,0,2154,2830,545,0,0,0,0,0,206,0,329,0,776,0,1649,1950,815,0,0,0,0,0,61,0,212,0,666,0,1264,1667,741,26,0,89,0,313,0,823,913,0,0,15,46,92,0,2376,2020,14579
BasketballDrive,INTRA.csv,32,47,51,13,343,0,218,0,295,0,207,139,66,0,0,0,0,0,140,0,514,0,1238,0,1663,1789,487,0,0,0,0,0,117,0,372,0,779,0,1177,1028,479,0,0,0,0,0,26,0,208,0,530,0,670,707,263,11,0,79,0,203,0,365,404,0,3,8,13,36,0,1530,1012,11093
BasketballDrive,INTRA.csv,37,63,99,69,485,0,174,0,235,0,137,74,20,0,0,0,0,0,129,0,567,0,1028,0,1000,965,329,0,0,0,0,0,101,0,332,0,548,0,703,508,256,0,0,0,0,0,25,0,177,0,313,0,320,264,134,2,0,68,0,103,0,129,91,0,0,0,3,5,0,999,438,8075
BasketballPass,INTER.csv,22,0,0,0,240,0,107,0,111,0,15,0,0,0,0,0,0,0,100,0,351,0,188,0,135,34,0,0,0,0,0,0,37,0,240,0,559,0,468,291,0,0,0,0,0,0,40,0,289,0,746,0,1003,551,5,7,0,174,0,762,0,921,297,0,0,0,0,15,0,144,20,1379
BasketballPass,INTER.csv,27,4,2,3,267,0,132,0,138,0,22,0,0,0,0,0,0,0,120,0,265,0,175,0,109,14,0,0,0,0,0,0,45,0,205,0,357,0,280,161,3,0,0,0,0,0,46,0,224,0,467,0,510,265,7,14,0,105,0,365,0,372,105,0,0,0,0,13,0,60,2,530
BasketballPass,INTER.csv,32,17,9,2,250,0,148,0,157,0,15,4,0,0,0,0,0,0,116,0,241,0,145,0,73,18,0,0,0,0,0,0,52,0,157,0,238,0,128,60,0,0,0,0,0,0,37,0,155,0,211,0,172,73,0,12,0,64,0,156,0,104,32,0,0,0,5,1,0,26,3,197
BasketballPass,INTER.csv,37,40,3,2,225,0,156,0,165,0,10,4,0,0,0,0,0,0,134,0,134,0,110,0,49,4,0,0,0,0,0,0,47,0,81,0,104,0,39,12,0,0,0,0,0,0,40,0,78,0,65,0,50,13,0,19,0,31,0,47,0,11,0,0,0,0,0,0,0,0,0,36
BasketballPass,INTRA.csv,22,0,0,0,17,0,2,0,4,0,8,4,0,0,0,0,0,0,5,0,42,0,34,0,45,50,4,0,0,0,0,0,8,0,21,0,101,0,99,202,74,0,0,0,0,0,5,0,28,0,133,0,374,692,297,8,0,37,0,238,0,848,1055,0,0,4,5,183,0,399,174,1608
BasketballPass,INTRA.csv,27,0,0,0,23,0,2,0,7,0,5,2,0,0,0,0,0,0,2,0,55,0,35,0,29,40,8,0,0,0,0,0,1,0,14,0,98,0,138,196,69,0,0,0,0,0,1,0,30,0,149,0,353,568,160,2,0,33,0,212,0,595,668,0,0,0,8,110,0,302,168,1510
BasketballPass,INTRA.csv,32,0,0,0,23,0,8,0,9,0,2,0,0,0,0,0,0,0,8,0,39,0,39,0,42,36,8,0,0,0,0,0,1,0,33,0,122,0,150,144,50,0,0,0,0,0,3,0,41,0,142,0,283,282,70,3,0,29,0,158,0,349,343,0,1,2,14,70,0,176,92,1167
BasketballPass,INTRA.csv,37,0,0,0,24,0,10,0,8,0,0,0,0,0,0,0,0,0,11,0,47,0,43,0,41,42,3,0,0,0,0,0,3,0,39,0,94,0,104,109,15,0,0,0,0,0,4,0,46,0,126,0,176,159,18,3,0,41,0,95,0,160,187,0,4,5,12,53,0,71,66,1004
BlowingBubbles,INTER.csv,22,0,0,0,33,0,32,0,38,0,15,4,0,0,0,0,0,0,50,0,443,0,349,0,239,67,0,0,0,0,0,0,62,0,480,0,1153,0,1007,624,8,0,0,0,0,0,47,0,500,0,1739,0,2128,1017,45,10,0,293,0,1507,0,1515,543,0,0,0,0,26,0,301,18,3559
BlowingBubbles,INTER.csv,27,8,0,0,92,0,98,0,100,0,29,2,0,0,0,0,0,0,90,0,448,0,303,0,138,50,0,0,0,0,0,0,66,0,384,0,725,0,566,303,0,0,0,0,0,0,54,0,379,0,946,0,962,438,23,11,0,188,0,707,0,633,212,0,0,0,3,18,0,164,6,1579
BlowingBubbles,INTER.csv,32,14,2,3,155,0,107,0,105,0,11,0,0,0,0,0,0,0,121,0,414,0,244,0,95,17,2,0,0,0,0,0,72,0,315,0,423,0,288,124,0,0,0,0,0,0,49,0,263,0,464,0,291,94,3,11,0,93,0,223,0,146,39,0,0,2,0,1,0,64,1,624
BlowingBubbles,INTER.csv,37,32,2,5,174,0,150,0,141,0,6,0,0,0,0,0,0,0,117,0,306,0,184,0,64,10,2,0,0,0,0,0,55,0,183,0,174,0,83,31,0,0,0,0,0,0,31,0,125,0,146,0,40,9,0,10,0,32,0,47,0,17,2,0,0,0,1,0,0,39,0,236
BlowingBubbles,INTRA.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,11,0,5,0,0,0,0,0,0,0,0,0,15,0,76,0,145,233,12,0,0,0,0,0,0,0,25,0,254,0,744,1070,209,0,0,15,0,402,0,1393,1423,0,0,0,16,335,0,383,193,2946
BlowingBubbles,INTRA.csv,27,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0,18,0,15,0,15,6,0,0,0,0,0,0,1,0,30,0,126,0,172,167,12,0,0,0,0,0,0,0,39,0,302,0,702,845,191,0,0,25,0,404,0,1077,1136,0,0,3,65,337,0,271,90,2234
BlowingBubbles,INTRA.csv,32,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,28,0,34,0,15,10,0,0,0,0,0,0,3,0,62,0,167,0,181,150,21,0,0,0,0,0,0,0,56,0,327,0,536,526,102,0,0,39,0,313,0,766,630,0,0,0,49,187,0,169,80,1568
BlowingBubbles,INTRA.csv,37,0,0,0,2,0,4,0,0,0,2,1,0,0,0,0,0,0,3,0,49,0,39,0,21,6,0,0,0,0,0,0,4,0,69,0,194,0,167,90,24,0,0,0,0,0,4,0,69,0,271,0,379,273,78,4,0,34,0,216,0,396,309,0,0,0,45,149,0,94,44,1225
Cactus,INTER.csv,22,811,21,19,2377,0,1745,0,1655,0,1356,423,1,0,0,0,0,0,1555,0,5215,0,5686,0,4733,2072,12,0,0,0,0,0,1295,0,5793,0,9470,0,11231,6350,58,0,0,0,0,0,831,0,5161,0,11751,0,13363,5198,233,288,0,2208,0,6185,0,5009,2301,0,0,17,35,133,0,2974,138,33131
Cactus,INTER.csv,27,1454,114,151,2726,0,1662,0,1511,0,982,117,0,0,0,0,0,0,1371,0,3792,0,2523,0,1830,442,5,0,0,0,0,0,1047,0,3112,0,4602,0,3649,1567,7,0,0,0,0,0,577,0,2588,0,4875,0,4593,1330,42,155,0,866,0,2304,0,1566,538,0,0,3,13,13,0,1132,25,10749
Cactus,INTER.csv,32,1799,244,263,2329,0,1480,0,1321,0,941,63,4,0,0,0,0,0,1059,0,2724,0,1585,0,1122,222,0,0,0,0,0,0,838,0,2028,0,2686,0,1634,542,2,0,0,0,0,0,490,0,1576,0,2008,0,1351,262,6,144,0,408,0,666,0,293,67,0,0,6,3,7,0,615,16,4943
Cactus,INTER.csv,37,2155,254,265,2022,0,1294,0,1146,0,839,30,0,0,0,0,0,0,796,0,1628,0,941,0,537,68,0,0,0,0,0,0,688,0,1161,0,1009,0,431,77,1,0,0,0,0,0,309,0,669,0,399,0,128,21,0,80,0,89,0,78,0,22,5,0,0,0,1,0,0,281,0,2164
Cactus,INTRA.csv,22,1,0,0,21,0,67,0,140,0,202,212,25,0,0,0,0,0,41,0,333,0,936,0,1561,1599,216,0,0,0,0,0,52,0,456,0,2310,0,5520,5600,575,0,0,0,0,0,35,0,337,0,1987,0,5759,8836,1542,36,0,216,0,1579,0,4999,6196,0,7,12,57,389,0,3936,1337,33181
Cactus,INTRA.csv,27,63,16,13,232,0,144,0,155,0,94,38,9,0,0,0,0,0,122,0,570,0,896,0,825,592,88,0,0,0,0,0,78,0,696,0,1999,0,2788,2408,376,0,0,0,0,0,45,0,480,0,2217,0,4120,4601,979,39,0,290,0,1569,0,3788,4432,0,0,10,129,533,0,2345,805,21291
Cactus,INTRA.csv,32,105,11,6,288,0,154,0,160,0,95,30,9,0,0,0,0,0,138,0,652,0,728,0,590,389,43,0,0,0,0,0,123,0,704,0,1571,0,1809,1236,179,0,0,0,0,0,49,0,594,0,1887,0,2757,2387,380,38,0,296,0,1153,0,2462,2457,0,4,12,115,337,0,1189,371,15548
Cactus,INTRA.csv,37,120,25,13,328,0,157,0,153,0,90,31,2,0,0,0,0,0,210,0,646,0,640,0,483,272,46,0,0,0,0,0,165,0,727,0,1233,0,1295,677,115,0,0,0,0,0,78,0,522,0,1488,0,1514,1048,174,29,0,257,0,790,0,1212,1034,0,0,20,67,152,0,633,230,12062
