YUV,QP,128x128,128x64,64x128,64x64,64x48,64x32,64x24,64x16,64x12,64x8,64x4,64x2,48x64,48x32,48x16,48x8,48x4,32x64,32x48,32x32,32x24,32x16,32x12,32x8,32x4,32x2,24x64,24x32,24x16,24x8,24x4,16x64,16x48,16x32,16x24,16x16,16x12,16x8,16x4,16x2,12x64,12x32,12x16,12x8,12x4,8x64,8x48,8x32,8x24,8x16,8x12,8x8,8x4,8x2,4x64,4x48,4x32,4x24,4x16,4x12,4x8,4x4,4x2,2x64,2x32,2x16,2x8,2x4,zeros,resto,chroma
BQSquare_INTRA.csv,27,0,0,0,0,0,5,0,1,0,1,1,0,0,0,0,0,0,3,0,47,1,86,1,45,45,0,0,0,3,0,1,0,0,74,0,229,6,390,421,32,0,0,4,26,15,0,0,57,3,358,13,817,1161,362,0,0,40,1,395,11,1026,1896,0,0,0,16,184,0,95,64,0
BQSquare_INTRA.csv,32,0,0,0,3,0,18,0,15,0,6,0,0,0,0,0,0,0,7,0,65,0,84,0,71,50,0,0,1,0,0,0,8,0,90,0,204,3,230,218,16,0,2,6,4,8,3,0,62,3,228,6,457,724,208,0,0,19,1,211,6,732,1374,0,0,0,28,232,0,95,52,0
BQSquare_INTRA.csv,37,0,0,0,21,0,28,0,19,0,9,0,0,0,0,0,0,0,9,0,74,0,64,0,32,22,0,0,0,0,0,1,5,0,62,1,125,0,133,164,28,0,1,1,3,6,5,0,33,1,133,3,348,512,130,0,0,22,0,125,5,509,911,0,0,0,12,218,0,72,48,0
BQTerrace_INTER.csv,22,274,10,27,1634,3,1003,0,1227,2,665,222,0,2,4,10,17,19,999,1,6167,30,7727,69,9970,9839,8,9,34,93,435,701,1089,6,6020,131,17040,654,39206,37741,32,20,91,348,1681,1721,926,24,8188,392,30707,2247,63943,28954,170,873,22,10098,449,26420,1353,18627,6362,0,0,8,44,192,0,1109,80,0
BQTerrace_INTER.csv,27,1037,396,331,2973,1,1970,4,1688,4,1269,237,0,16,2,0,14,13,2173,3,4062,13,2688,35,2329,1401,0,14,10,22,102,101,1241,4,2212,32,3351,160,4598,4056,16,28,43,60,190,173,976,7,2051,82,4047,371,5181,3146,56,665,8,1321,36,2879,162,2120,1093,0,0,4,12,36,0,362,20,0
BQTerrace_INTER.csv,32,2131,406,423,1762,1,1303,3,1160,2,972,72,0,8,1,2,3,6,602,6,1386,7,678,23,691,349,0,0,3,11,38,24,406,4,641,17,981,39,1096,746,0,1,3,19,34,19,249,5,603,36,1104,72,1092,460,18,94,0,244,12,585,21,432,184,0,0,0,0,8,0,127,16,0
BQTerrace_INTER.csv,37,2920,174,166,653,1,1017,0,993,0,879,11,0,0,3,3,3,0,148,1,406,4,243,4,169,55,0,0,3,7,6,4,103,1,191,5,198,3,129,48,0,0,2,2,6,2,32,1,107,6,145,2,115,30,4,5,0,56,1,74,1,55,13,0,0,4,0,0,0,65,0,0
BQTerrace_INTRA.csv,22,2,5,6,155,1,104,0,88,0,45,9,0,0,0,0,1,1,133,0,547,3,680,3,844,690,0,3,2,2,6,24,176,0,650,3,2140,37,7342,6425,44,9,2,12,94,100,59,0,618,6,5290,143,62580,10806,1262,50,0,695,14,3594,70,6455,5338,0,0,68,204,440,0,1547,244,0
BQTerrace_INTRA.csv,27,13,5,18,314,1,169,0,161,0,97,37,0,0,1,1,5,9,228,1,972,1,1433,9,1533,1388,8,0,6,19,48,71,221,0,1120,24,2846,70,6779,6731,328,0,14,47,168,204,135,2,1330,46,5036,231,16210,10759,2454,113,9,1647,46,4269,168,6617,7456,0,0,116,244,738,0,1255,604,0
BQTerrace_INTRA.csv,32,43,19,26,532,0,330,1,255,1,183,59,0,1,0,1,3,4,293,1,1145,3,1258,7,1226,827,20,5,3,6,17,32,286,0,902,9,1938,33,3417,3562,404,5,6,9,41,53,164,5,877,19,2611,77,5328,7039,2540,107,5,777,6,2431,41,5044,7176,0,0,108,292,958,0,619,1064,0
BQTerrace_INTRA.csv,37,117,40,81,545,0,340,0,263,3,194,50,0,0,0,0,7,5,202,3,910,3,1055,6,769,378,32,2,3,2,8,8,175,0,632,11,1253,11,2052,1937,368,3,1,5,17,9,104,2,488,6,1692,9,3078,4070,1598,57,3,484,3,1486,8,3367,4659,0,0,84,380,766,0,296,1020,0
BasketballDrillText_INTER.csv,22,51,2,0,782,0,479,0,250,0,138,76,0,0,0,0,0,0,165,0,1523,8,1160,7,785,508,0,0,6,9,19,7,104,0,1030,8,3064,35,3430,3119,4,0,10,47,113,95,45,0,932,24,3684,67,7045,3545,304,22,0,509,21,3029,83,3634,2530,0,0,0,28,252,0,1952,144,0
BasketballDrillText_INTER.csv,27,92,1,2,914,0,458,0,206,0,78,68,0,0,0,0,0,0,194,0,1370,7,1087,7,820,475,0,0,12,21,22,13,157,0,1077,7,2367,21,2282,1370,16,0,13,33,57,33,74,0,952,25,2547,52,2770,1136,56,15,0,327,6,1303,36,1029,689,0,0,0,4,110,0,788,68,0
BasketballDrillText_INTER.csv,32,129,35,28,883,0,434,0,179,0,79,44,0,0,0,0,0,0,197,0,1204,1,988,9,718,377,4,0,11,13,15,8,197,0,1047,8,1490,12,1171,582,12,0,9,14,20,10,98,0,744,18,1168,15,932,292,4,26,0,199,1,391,1,237,97,0,0,0,8,14,0,266,28,0
BasketballDrillText_INTER.csv,37,184,40,40,823,0,444,0,221,0,126,80,0,0,0,0,0,0,265,0,1053,9,703,4,463,183,0,0,9,11,11,1,191,0,729,7,695,5,353,94,12,0,9,12,6,1,100,0,414,7,349,2,171,37,0,16,0,67,0,84,0,24,5,0,0,0,4,0,0,145,0,0
BasketballDrillText_INTRA.csv,22,1,2,0,53,0,27,0,39,0,22,34,0,0,0,0,0,0,16,0,181,0,282,1,191,268,4,0,1,3,4,3,8,0,121,1,835,2,1136,1520,28,0,0,3,11,14,0,0,114,0,988,7,3938,3909,1228,0,0,56,1,1111,9,3802,6849,0,0,4,28,466,0,1477,276,0
BasketballDrillText_INTRA.csv,27,2,0,0,69,0,57,0,34,0,30,38,0,0,0,0,0,0,27,0,196,0,253,4,194,194,12,0,0,4,3,1,10,0,173,0,787,1,1197,1086,56,0,0,4,4,6,5,0,113,2,1046,4,3163,2605,550,2,0,59,3,891,7,2565,3487,0,0,0,40,286,0,846,100,0
BasketballDrillText_INTRA.csv,32,4,0,0,96,0,61,0,54,0,27,29,0,0,0,0,0,0,15,0,208,1,321,2,266,230,8,0,2,3,4,2,14,0,233,0,792,2,1158,777,40,0,1,1,4,2,2,0,188,1,1047,3,1821,1303,208,0,0,85,0,509,3,1172,1475,0,0,4,16,138,0,473,92,0
BasketballDrillText_INTRA.csv,37,6,0,2,121,0,67,0,55,0,40,23,0,0,0,0,0,0,37,0,234,1,384,1,296,237,16,0,3,4,4,2,29,0,286,6,709,1,689,358,36,0,2,2,3,2,10,0,165,0,650,5,803,558,98,4,0,44,0,275,0,642,736,0,0,0,16,110,0,232,96,0
BasketballDrill_INTER.csv,22,46,2,3,880,0,361,0,124,0,24,12,0,0,0,0,0,0,207,0,1517,8,918,9,633,278,0,0,7,8,24,14,144,0,1117,10,2917,35,3456,2455,12,0,15,47,123,74,47,0,1065,36,4608,123,7348,3237,200,7,0,556,13,3655,108,3789,2528,0,0,0,68,262,0,2003,124,0
BasketballDrill_INTER.csv,27,94,5,5,951,0,378,0,151,0,32,6,0,0,0,0,0,0,205,0,1377,4,911,5,599,219,0,0,9,24,20,7,194,0,1146,12,2426,23,2184,1000,16,0,13,40,46,27,71,0,1082,29,2877,45,2963,975,68,15,0,371,13,1503,34,1147,659,0,0,4,16,106,0,791,44,0
BasketballDrill_INTER.csv,32,131,38,26,886,0,356,0,160,0,44,9,0,0,0,0,0,0,242,0,1287,4,865,9,502,144,0,0,13,14,12,2,238,0,1132,14,1572,8,950,346,12,0,8,17,12,2,138,0,855,15,1312,24,761,189,14,40,0,208,5,441,4,180,94,0,0,0,24,8,0,242,20,0
BasketballDrill_INTER.csv,37,179,41,62,816,0,413,0,148,0,66,10,0,0,0,0,0,0,319,0,1000,5,623,3,304,37,0,0,15,10,3,0,277,0,808,4,709,3,319,68,4,0,8,2,4,0,122,0,440,4,365,0,108,17,0,20,0,87,0,90,0,20,2,0,0,4,4,0,0,80,4,0
BasketballDrill_INTRA.csv,22,0,1,1,58,0,42,0,23,0,2,0,0,0,0,0,0,0,15,0,225,0,164,0,128,85,0,0,1,1,0,2,9,0,166,1,626,5,1115,1273,44,0,0,3,11,12,0,0,106,1,1227,9,4219,4074,1308,0,0,86,2,1465,6,4402,7262,0,0,0,28,554,0,1649,344,0
BasketballDrill_INTRA.csv,27,1,0,0,84,0,44,0,12,0,7,2,0,0,0,0,0,0,23,0,215,0,177,1,152,99,0,0,0,1,3,1,21,0,196,0,634,4,1180,856,44,0,1,1,6,7,2,0,148,1,1249,2,3448,2791,552,0,0,96,2,1004,6,2990,4061,0,0,0,32,364,0,1015,116,0
BasketballDrill_INTRA.csv,32,3,0,0,110,0,56,0,22,0,4,2,0,0,0,0,0,0,26,0,228,1,216,1,172,81,0,0,3,0,1,0,21,0,229,0,791,3,1089,535,28,0,0,2,2,1,6,0,174,1,1335,3,2139,1296,242,2,0,71,0,619,3,1298,1462,0,0,4,16,162,0,514,72,0
BasketballDrill_INTRA.csv,37,6,1,2,131,0,58,0,33,0,10,0,0,0,0,0,0,0,41,0,262,1,250,1,181,65,0,0,4,1,0,2,34,0,334,1,788,1,655,341,24,0,3,6,0,1,15,0,195,1,875,3,883,550,84,7,0,73,1,306,0,555,751,0,0,0,24,98,0,236,56,0
BasketballDrive_INTER.csv,22,559,184,133,3697,21,3409,184,3912,230,4089,3086,12,36,12,17,44,34,1767,12,3957,61,5424,177,5158,3954,144,14,28,41,74,71,1152,9,4253,66,8018,125,9768,7196,492,8,64,63,130,127,472,10,3049,69,7799,146,9642,5405,946,136,0,1102,30,3680,63,3922,3284,0,8,12,136,304,0,6175,728,0
BasketballDrive_INTER.csv,27,1135,405,435,3193,7,2218,55,2193,74,1881,855,0,30,21,18,15,10,1529,12,3536,38,3789,63,2835,1611,88,8,41,39,52,22,1025,7,3736,60,5263,73,4452,2437,192,4,42,44,68,28,328,7,2317,50,4174,58,3685,1789,276,95,2,709,17,1747,23,1314,1067,0,0,16,60,104,0,2904,252,0
BasketballDrive_INTER.csv,32,1658,421,429,2536,7,1774,14,1581,26,1258,339,4,28,21,12,15,4,1377,18,2917,26,2614,36,1552,646,52,4,25,24,24,7,1044,17,3011,46,3135,34,1864,827,96,1,23,29,27,10,382,8,1666,33,1812,24,1340,488,100,98,0,400,5,674,13,440,275,0,0,12,52,44,0,1597,88,0
BasketballDrive_INTER.csv,37,2022,275,347,2136,7,1758,8,1437,15,1070,147,0,18,13,10,6,1,1279,18,2348,14,1531,14,663,235,24,8,33,20,9,4,930,12,1908,14,1302,14,550,207,16,1,15,8,3,3,394,3,920,17,663,8,320,114,16,65,2,208,4,168,2,91,37,0,0,16,12,0,0,690,20,0
BasketballDrive_INTRA.csv,22,4,0,0,145,0,534,2,847,10,1117,967,172,0,0,0,1,1,121,0,711,1,2011,12,2445,2318,284,0,0,2,5,6,196,0,789,3,2099,10,5701,5402,780,3,2,3,21,10,235,1,587,2,2866,3,24030,4628,1656,167,0,237,1,1065,7,2110,1637,0,28,12,52,148,0,4164,1568,0
BasketballDrive_INTRA.csv,27,18,20,22,493,4,547,14,731,16,777,485,92,1,0,0,0,3,273,1,949,4,2382,14,3305,3843,660,1,1,1,6,5,290,0,837,0,1858,6,3130,2993,980,3,3,4,10,6,96,1,467,4,1669,6,2419,1894,890,40,1,191,0,732,0,934,1118,0,0,24,52,128,0,2376,2556,0
BasketballDrive_INTRA.csv,32,47,51,13,712,1,576,5,622,10,560,266,84,1,0,1,0,1,281,1,1012,3,2166,5,2456,2515,768,0,3,5,10,2,193,1,819,5,1649,5,2056,1618,736,1,0,3,7,5,51,0,466,0,1201,5,1212,938,380,20,0,167,0,390,1,481,616,0,4,20,24,50,0,1530,1492,0
BasketballDrive_INTRA.csv,37,63,99,69,941,0,466,1,500,0,396,149,32,1,1,0,2,0,272,1,1062,4,1773,3,1609,1560,600,0,1,4,1,1,174,0,841,3,1120,4,1171,833,476,0,5,1,3,2,48,0,372,3,618,2,537,415,214,2,0,137,1,190,1,220,153,0,0,0,12,12,0,999,788,0
BasketballPass_INTER.csv,22,0,0,0,240,0,107,0,111,0,15,0,0,0,0,0,0,0,100,0,351,0,189,0,135,35,0,0,1,2,2,2,37,0,240,3,573,8,493,350,0,0,5,15,28,13,40,0,299,4,793,35,1175,676,10,9,0,223,13,963,33,1177,522,0,0,0,0,26,0,144,32,0
BasketballPass_INTER.csv,27,4,2,3,267,0,132,0,138,0,22,0,0,0,0,0,0,0,120,0,265,0,175,0,110,18,0,0,1,2,5,0,45,0,207,2,359,6,294,176,4,0,3,4,11,5,46,0,230,2,497,14,582,304,12,15,0,128,8,432,8,448,197,0,0,0,0,20,0,60,4,0
BasketballPass_INTER.csv,32,17,9,2,250,0,148,0,157,0,15,4,0,0,0,0,0,0,116,0,241,0,145,0,73,18,0,0,2,2,0,1,52,0,160,1,241,1,131,70,0,0,1,4,7,2,37,0,165,0,235,4,187,83,0,12,0,75,0,177,6,117,56,0,0,0,12,4,0,26,12,0
BasketballPass_INTER.csv,37,40,3,2,225,0,156,0,165,0,10,4,0,0,0,0,0,0,134,0,134,0,111,0,49,6,0,0,0,0,1,0,47,0,82,0,104,0,41,12,0,0,2,0,0,0,40,0,80,1,70,1,52,13,0,19,0,39,2,52,0,12,0,0,0,0,0,0,0,0,0,0
BasketballPass_INTRA.csv,22,0,0,0,17,0,2,0,8,0,12,4,0,0,0,0,0,0,5,0,47,1,63,0,84,103,4,0,0,0,0,0,8,0,34,0,148,0,180,340,76,0,0,1,2,1,5,0,57,0,263,2,747,763,326,10,0,78,0,523,4,932,1159,0,0,4,8,196,0,399,192,0
BasketballPass_INTRA.csv,27,0,0,0,23,0,3,0,8,0,5,2,0,0,0,0,0,0,5,0,67,0,54,0,61,81,8,0,0,0,0,0,3,0,33,0,141,1,218,285,80,0,0,1,1,4,3,0,55,0,279,2,664,631,200,4,0,72,0,436,5,697,817,0,0,0,8,130,0,302,204,0
BasketballPass_INTRA.csv,32,0,0,0,23,0,11,0,11,0,6,0,0,0,0,0,0,0,8,0,55,0,59,0,67,76,8,0,0,2,1,0,5,0,53,0,166,0,220,211,72,0,1,6,3,3,8,0,76,0,264,5,455,343,88,3,0,69,0,299,3,405,442,0,4,4,20,92,0,176,116,0
BasketballPass_INTRA.csv,37,0,0,0,26,0,16,0,13,0,4,0,0,0,0,0,0,0,12,0,62,0,63,0,59,61,8,0,2,0,0,0,7,0,62,0,158,3,162,167,28,0,0,0,0,1,9,0,84,0,200,5,295,223,40,6,0,73,1,166,1,217,266,0,4,12,36,80,0,71,120,0
BlowingBubbles_INTER.csv,22,0,0,0,33,0,33,0,40,0,15,4,0,0,0,0,0,0,59,0,496,2,392,3,252,71,0,0,8,12,8,4,63,0,557,3,1333,9,1210,818,8,0,7,28,59,37,47,0,552,12,2111,53,2640,1315,54,10,0,338,10,1872,59,1974,884,0,0,0,0,36,0,301,20,0
BlowingBubbles_INTER.csv,27,8,0,0,94,0,102,0,103,0,29,2,0,0,0,0,0,0,98,0,478,3,331,0,153,55,0,0,5,5,3,1,75,0,440,6,825,7,657,369,0,0,5,14,29,16,57,0,426,9,1105,28,1159,531,34,11,0,222,11,850,29,763,369,0,0,0,4,32,0,164,8,0
BlowingBubbles_INTER.csv,32,14,2,3,164,0,111,0,110,0,11,0,0,0,0,0,0,0,126,0,450,2,269,1,112,22,4,0,4,4,1,0,74,0,365,5,472,0,334,148,0,0,4,5,9,5,50,0,291,4,519,13,351,123,8,12,0,102,4,257,4,166,69,0,0,4,0,4,0,64,4,0
BlowingBubbles_INTER.csv,37,32,2,5,180,0,153,0,147,0,6,0,0,0,0,0,0,0,124,0,318,1,200,0,73,12,4,0,6,3,0,0,60,0,210,5,203,1,97,40,0,0,1,1,3,1,31,0,140,2,163,2,46,12,0,10,0,39,1,52,0,20,5,0,0,0,4,0,0,39,0,0
BlowingBubbles_INTRA.csv,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,1,27,0,16,14,0,0,0,0,0,0,0,0,39,0,201,3,329,467,12,0,0,0,4,4,0,0,51,0,549,3,1634,1245,218,0,0,66,0,862,9,1658,1545,0,0,0,16,346,0,383,196,0
BlowingBubbles_INTRA.csv,27,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,1,0,36,2,34,0,38,18,0,0,0,1,0,0,1,0,65,0,242,0,317,288,12,0,0,4,5,2,0,0,81,2,541,5,1261,930,220,0,0,72,1,699,10,1246,1330,0,0,4,68,376,0,271,100,0
BlowingBubbles_INTRA.csv,32,0,0,0,1,0,1,0,2,0,1,2,0,0,0,0,0,0,1,0,49,0,68,0,38,16,0,0,1,0,1,2,3,0,101,0,298,1,304,230,24,0,2,3,4,1,1,0,92,1,495,8,800,589,130,0,0,64,3,458,2,878,795,0,0,0,56,236,0,169,92,0
BlowingBubbles_INTRA.csv,37,0,0,0,3,0,10,0,0,0,5,2,0,0,0,0,0,0,5,0,83,0,73,0,36,14,0,0,1,0,1,0,6,0,108,0,286,1,236,136,28,0,2,1,2,0,5,0,97,1,380,4,520,365,122,4,0,43,3,294,2,504,442,0,0,0,52,230,0,94,64,0
Cactus_INTER.csv,22,811,21,19,2494,7,1877,17,1775,7,1473,493,4,12,22,15,24,8,1670,25,5730,30,6527,75,5460,2564,16,8,72,138,199,83,1369,18,6695,107,11841,186,14633,8464,100,15,115,236,596,289,890,30,5975,236,15066,580,18651,7151,344,353,9,2831,96,8240,297,6877,3350,0,0,20,56,216,0,2974,252,0
Cactus_INTER.csv,27,1454,114,151,2800,26,1736,4,1563,1,1029,125,0,21,17,13,9,4,1450,20,4102,25,2962,23,2105,539,12,7,55,51,69,18,1114,15,3674,45,5530,81,4571,1936,16,4,33,108,154,64,620,14,2984,114,6077,160,5851,1684,88,181,9,1078,63,2936,70,2116,874,0,0,8,36,28,0,1132,60,0
Cactus_INTER.csv,32,1799,244,263,2439,12,1564,6,1382,0,969,71,4,23,19,9,11,1,1168,23,3045,22,1897,8,1295,255,0,10,32,21,26,5,909,16,2431,35,3247,27,2007,658,8,4,11,33,30,7,530,15,1839,62,2441,25,1656,354,12,182,3,498,13,847,7,406,114,0,0,16,12,14,0,615,40,0
Cactus_INTER.csv,37,2155,254,265,2162,24,1384,5,1200,2,874,36,0,20,12,4,5,0,926,7,1849,6,1119,4,611,85,0,7,18,17,9,2,769,12,1400,17,1204,7,514,104,4,3,8,5,2,2,337,1,756,18,504,3,173,27,0,93,0,107,1,125,1,37,7,0,0,0,4,0,0,281,0,0
Cactus_INTRA.csv,22,1,0,0,75,1,161,4,267,4,355,302,28,0,0,6,7,5,60,2,831,7,2370,17,3239,3165,224,2,1,9,25,33,74,1,1067,5,5033,19,11067,9515,624,4,4,16,49,60,50,3,807,13,4939,48,12259,9742,1694,43,3,574,8,3280,30,5482,6660,0,8,12,72,458,0,3936,1448,0
Cactus_INTRA.csv,27,63,16,13,326,0,278,0,244,3,209,65,12,2,2,2,1,1,180,3,1008,4,1673,4,1447,1058,116,1,2,8,19,13,119,0,1470,3,3733,26,5309,3796,556,0,4,26,35,29,79,4,1079,9,4627,42,7357,5287,1388,56,2,628,10,2887,23,4471,5518,0,0,16,208,760,0,2345,1200,0
Cactus_INTRA.csv,32,105,11,6,433,1,303,1,263,4,175,49,12,1,1,1,2,1,196,1,1179,7,1351,0,1123,656,84,1,8,10,17,3,189,1,1509,4,2728,15,3167,1988,364,0,8,11,28,17,88,0,1227,5,3285,18,4339,3147,684,51,5,617,5,1954,11,3251,3580,0,4,32,212,610,0,1189,708,0
Cactus_INTRA.csv,37,120,25,13,526,3,334,1,260,1,154,55,4,5,2,2,3,1,314,8,1173,4,1222,4,916,486,104,1,5,5,11,5,266,4,1428,13,2102,19,2179,1194,268,0,3,9,15,5,128,2,1009,7,2370,19,2465,1761,372,46,3,453,4,1319,0,1922,1861,0,0,40,160,368,0,633,524,0
