Flat profile:

Each sample counts as 0.01 seconds.
  %   cumulative   self              self     total           
 time   seconds   seconds    calls   s/call   s/call  name    
  0.71   8731.40    78.87 60134269     0.00     0.00  av1_dist_wtd_convolve_2d_copy_c
  0.68   8806.14    74.75 18260747     0.00     0.00  av1_dist_wtd_convolve_y_c
  0.67   8879.81    73.67 139382617     0.00     0.00  aom_sse_c
  0.63   8949.63    69.82 28388112     0.00     0.00  diffwtd_mask
  0.57   9012.76    63.13 97655062     0.00     0.00  aom_comp_mask_pred_c
  0.54   9071.98    59.22 687736300     0.00     0.00  av1_fdct16_new
  0.53   9130.06    58.09 29486492     0.00     0.00  aom_lowbd_blend_a64_d16_mask_c
  0.48   9183.08    53.02 455708860     0.00     0.00  av1_idct16_new
  0.46   9233.94    50.86 178210784     0.00     0.00  av1_idct32_new
  0.44   9282.95    49.02 2431993936     0.00     0.00  clamp_buf
  0.43   9330.26    47.31 299992860     0.00     0.00  av1_iadst16_new
  0.43   9377.21    46.95 398557504     0.00     0.00  av1_fadst16_new
  0.42   9424.14    46.93 80338363     0.00     0.00  aom_subtract_block_c
  0.42   9470.81    46.67 72554064     0.00     0.00  av1_idct64_new
  0.42   9517.40    46.59 3543174768     0.00     0.00  clamp64
  0.41   9562.76    45.36 3879451996     0.00     0.00  clamp
  0.41   9607.98    45.22 723782768     0.00     0.00  clamp
  0.40   9651.98    44.00 53984436     0.00     0.00  masked_sad
  0.36   9691.93    39.96 193576952     0.00     0.00  av1_fdct32_new
  0.35   9731.00    39.07 23384709     0.00     0.00  aom_quantize_b_helper_c
  0.34   9768.82    37.82 4057192768     0.00     0.00  highbd_clip_pixel_add
  0.32   9804.36    35.54 2047907008     0.00     0.00  get_nz_map_ctx
  0.32   9839.67    35.31 64196246     0.00     0.00  aom_sum_squares_2d_i16_c
  0.32   9874.83    35.16 73502432     0.00     0.00  av1_fdct64_new
  0.32   9909.87    35.04 2328189504     0.00     0.00  clamp
  0.27   9939.36    29.49 630088128     0.00     0.00  av1_fadst8_new
  0.27   9968.63    29.28  7486801     0.00     0.00  av1_convolve_y_sr_c
  0.26   9997.22    28.59 29052298     0.00     0.00  obmc_sad
  0.26  10025.62    28.40 833915476     0.00     0.00  av1_fdct8_new
  0.26  10053.94    28.32  6116961     0.00     0.00  diffwtd_mask_d16
  0.26  10082.22    28.28 3819418240     0.00     0.00  clamp64
  0.24  10108.82    26.60 35837890021     0.00     0.00  av1_range_check_buf
  0.23  10134.38    25.56 14404923944     0.00     0.00  clip_pixel
  0.23  10159.83    25.45 31083481     0.00     0.00  av1_nn_predict_c
  0.22  10184.64    24.82 56608576     0.00     0.00  round_shift
  0.22  10209.17    24.53  9341069     0.00     0.00  obmc_variance
  0.21  10232.27    23.10 431818828     0.00     0.00  av1_iadst8_new
  0.20  10253.95    21.68 520290504     0.00     0.00  av1_idct8_new
  0.19  10275.46    21.51 11592363512     0.00     0.00  cospi_arr
  0.19  10296.73    21.27 48634352     0.00     0.00  av1_wedge_sign_from_residuals_c
  0.19  10317.67    20.94 4057192768     0.00     0.00  clip_pixel_highbd
  0.19  10338.39    20.72 6667791350     0.00     0.00  get_dqv
  0.19  10358.91    20.52        1    20.52    20.52  av1_rtcd
  0.17  10377.57    18.66 23384709     0.00     0.00  av1_cost_coeffs_txb
  0.17  10396.02    18.45 18276281     0.00     0.00  aom_blend_a64_mask_c
  0.16  10413.93    17.91 6690299352     0.00     0.00  clamp
  0.12  10427.65    13.73 2200974560     0.00     0.00  round_shift
  0.12  10441.06    13.41 54384317     0.00     0.00  search_txk_type
  0.12  10454.18    13.12 2700627284     0.00     0.00  round_shift
  0.12  10466.90    12.72 15230970     0.00     0.00  aom_var_filter_block2d_bil_first_pass_c
  0.11  10479.43    12.53 37739450     0.00     0.00  av1_get_crc32c_value_c
  0.11  10491.83    12.40 13148983     0.00     0.00  get_energy_distribution_finer
  0.11  10504.15    12.32 4057192768     0.00     0.00  clamp
  0.11  10515.87    11.72 15230970     0.00     0.00  aom_var_filter_block2d_bil_second_pass_c
  0.09  10526.00    10.13 2378108740     0.00     0.00  get_coeff_dist
  0.09  10536.10    10.11 9164714005     0.00     0.00  get_padded_idx
  0.09  10545.96     9.86 13148983     0.00     0.00  av1_get_horver_correlation_full_c
  0.08  10554.72     8.76 559169315     0.00     0.00  get_eob_cost
  0.08  10563.42     8.70 1639033540     0.00     0.00  round_shift
  0.08  10571.73     8.32 13148983     0.00     0.00  sort_probability
  0.07  10579.45     7.72 176098024     0.00     0.00  av1_gen_fwd_stage_range
  0.07  10587.10     7.65 390889819     0.00     0.00  aom_upsampled_pred_c
  0.06  10594.27     7.17 176098024     0.00     0.00  set_fwd_txfm_non_scale_range
  0.06  10601.42     7.15  8898366     0.00     0.00  av1_compute_cross_correlation_c
  0.06  10608.50     7.08 115903093     0.00     0.00  av1_gen_inv_stage_range
  0.06  10615.47     6.97 223852647     0.00     0.00  model_rd_with_curvfit
  0.06  10622.42     6.95 152128324     0.00     0.00  av1_get_txb_entropy_context
  0.06  10629.16     6.74 116048018     0.00     0.00  build_inter_predictors
  0.06  10635.54     6.38 5369530976     0.00     0.00  clip_pixel
  0.05  10641.57     6.03 19612402     0.00     0.00  av1_find_best_sub_pixel_tree
  0.05  10647.52     5.95 169180028     0.00     0.00  av1_xform_quant
  0.05  10653.21     5.69 118081820     0.00     0.00  av1_fidentity16_c
  0.05  10658.36     5.15 230761076     0.00     0.00  av1_fidentity8_c
  0.04  10662.97     4.61 24850485     0.00     0.00  find_tx_size_rd_info
  0.04  10667.38     4.41  1840221     0.00     0.00  cdef_filter_block_c
  0.04  10671.51     4.13  1836849     0.00     0.00  smooth_predictor
  0.04  10675.60     4.09 559186369     0.00     0.00  get_eob_pos_token
  0.04  10679.52     3.92 76342396     0.00     0.00  av1_iidentity16_c
  0.04  10683.39     3.88 151307760     0.00     0.00  av1_fadst4_new
  0.03  10687.23     3.84 2053549044     0.00     0.00  cospi_arr
  0.03  10691.02     3.79 14954534     0.00     0.00  aom_get_blk_sse_sum_c
  0.03  10694.76     3.74 3024577380     0.00     0.00  range_check_value
  0.03  10698.40     3.65 447703552     0.00     0.00  interp_cubic
  0.03  10701.96     3.56 223851776     0.00     0.00  av1_model_rd_curvfit
  0.03  10705.48     3.52 391072831     0.00     0.00  upsampled_pref_error
  0.03  10708.96     3.48 15230970     0.00     0.00  av1_refining_search_8p_c
  0.03  10712.40     3.44 499001340     0.00     0.00  get_coeff_cost_general
  0.03  10715.83     3.43  6200383     0.00     0.00  av1_diamond_search_sad_c
  0.03  10719.11     3.28 706644864     0.00     0.00  constrain
  0.03  10722.23     3.12  3039647     0.00     0.00  av1_wedge_compute_delta_squares_c
  0.03  10725.35     3.12 176098024     0.00     0.00  av1_get_fwd_txfm_cfg
  0.03  10728.44     3.09 34481048     0.00     0.00  av1_fidentity32_c
  0.03  10731.46     3.02 150880632     0.00     0.00  av1_fdct4_new
  0.03  10734.47     3.01  6602941     0.00     0.00  av1_block_error_c
  0.03  10737.43     2.97 832977920     0.00     0.00  error_measure
  0.03  10740.39     2.96 129098679     0.00     0.00  model_rd_for_sb_with_curvfit
  0.03  10743.28     2.89 153928968     0.00     0.00  av1_iidentity8_c
  0.03  10746.16     2.88 13208394     0.00     0.00  av1_nn_softmax
  0.03  10749.03     2.87  6079294     0.00     0.00  aom_sum_squares_i16_c
  0.03  10751.85     2.82 111627929     0.00     0.00  dist_block_px_domain
  0.03  10754.62     2.77 238562543     0.00     0.00  av1_convolve_2d_facade
  0.02  10757.37     2.75 16507871     0.00     0.00  av1_get_nz_map_contexts_c
  0.02  10760.11     2.74   422403     0.00     0.03  av1_rd_pick_inter_mode_sb
  0.02  10762.82     2.72      174     0.02     0.02  aom_nonmax_suppression
  0.02  10765.53     2.71 1486414881     0.00     0.00  clamp64
  0.02  10768.22     2.70 560021459     0.00     0.00  get_coeff_cost_eob
  0.02  10770.87     2.65                             intra_mode_to_tx_type
  0.02  10773.40     2.53 18358446     0.00     0.00  handle_inter_mode
  0.02  10775.92     2.52 58450217     0.00     0.00  get_txb_ctx
  0.02  10778.39     2.47 115903093     0.00     0.00  get_txh_idx
  0.02  10780.86     2.47 223688534     0.00     0.00  clamp_mv_to_umv_border_sb
  0.02  10783.28     2.42  2408430     0.00     0.00  av1_filter_intra_predictor_c
  0.02  10785.69     2.41 126188353     0.00     0.00  av1_get_tx_type
  0.02  10788.09     2.40 344043706     0.00     0.00  is_comp_rd_match
  0.02  10790.48     2.39   862859     0.00     0.00  av1_calc_frame_error_c
  0.02  10792.86     2.38 103471552     0.00     0.00  av1_iadst4_new
  0.02  10795.24     2.38 176098024     0.00     0.00  av1_highbd_fwd_txfm
  0.02  10797.61     2.38 138954631     0.00     0.00  av1_convolve_2d_copy_sr_c
  0.02  10799.98     2.37 115903093     0.00     0.00  av1_get_inv_txfm_cfg
  0.02  10802.33     2.35  7553180     0.00     0.00  build_smooth_interintra_mask
  0.02  10804.66     2.33 1155910088     0.00     0.00  get_msb
  0.02  10806.97     2.32 540002586     0.00     0.00  get_lower_levels_ctx_eob
  0.02  10809.23     2.26 115903093     0.00     0.00  av1_highbd_inv_txfm_add_c
  0.02  10811.47     2.24 13148983     0.00     0.00  prune_tx_2D
  0.02  10813.69     2.22 352196048     0.00     0.00  fwd_txfm_type_to_func
  0.02  10815.88     2.19 145069960     0.00     0.00  get_tx_type_cost
  0.02  10818.01     2.13 614665323     0.00     0.00  mv_cost
  0.02  10820.13     2.12   181851     0.00     0.00  cfl_store_block
  0.02  10822.23     2.11 223688534     0.00     0.00  calc_subpel_params
  0.02  10824.33     2.10 145795319     0.00     0.00  av1_optimize_b
  0.02  10826.38     2.05 55249900     0.00     0.00  interpolation_filter_rd
  0.02  10828.38     2.00 94973144     0.00     0.00  av1_idct4_new
  0.02  10830.33     1.95 314861120     0.00     0.00  get_txb_dimensions
  0.02  10832.20     1.87 43415787     0.00     0.00  block_rd_txfm
  0.02  10834.05     1.85                             intra_mode_to_tx_type
  0.02  10835.85     1.80 1408453907     0.00     0.00  range_check_value
  0.02  10837.64     1.79 10507972     0.00     0.00  compound_type_rd
  0.02  10839.39     1.75 14237497     0.00     0.00  motion_mode_rd
  0.02  10841.13     1.74 231806186     0.00     0.00  inv_txfm_type_to_func
  0.02  10842.84     1.71 20055787     0.00     0.00  masked_compound_type_rd
  0.02  10844.50     1.66 238562543     0.00     0.00  inter_predictor
  0.01  10846.13     1.63 304362112     0.00     0.00  av1_get_tx_scale
  0.01  10847.74     1.61 126683184     0.00     0.00  av1_dist_wtd_comp_weight_assign
  0.01  10849.33     1.60 18104695     0.00     0.00  select_tx_block
  0.01  10850.92     1.59 142343833     0.00     0.00  get_conv_params_no_round
  0.01  10852.49     1.57 238562543     0.00     0.00  av1_make_inter_predictor
  0.01  10854.05     1.56 18951486     0.00     0.00  build_intra_predictors
  0.01  10855.61     1.56 115903093     0.00     0.00  av1_get_ext_tx_set_type
  0.01  10857.15     1.54 169445969     0.00     0.00  av1_get_ext_tx_set_type
  0.01  10858.66     1.51  7752641     0.00     0.00  find_tx_size_rd_records
  0.01  10860.15     1.49 818501120     0.00     0.00  clip_pixel
  0.01  10861.63     1.48 281343507     0.00     0.00  av1_get_ext_tx_set_type
  0.01  10863.11     1.48                             range_check_value
  0.01  10864.52     1.41 270458303     0.00     0.00  aom_convolve8_horiz_c
  0.01  10865.91     1.39 35585142     0.00     0.00  av1_foreach_transformed_block_in_plane
  0.01  10867.29     1.38 145795319     0.00     0.00  av1_quantize_fp_facade
  0.01  10868.67     1.38 55913327     0.00     0.00  get_lower_levels_ctx_general
  0.01  10870.02     1.35 258371454     0.00     0.00  aom_convolve8_vert_c
  0.01  10871.37     1.35 587124631     0.00     0.00  is_cur_buf_hbd
  0.01  10872.68     1.32 423692257     0.00     0.00  mv_err_cost
  0.01  10873.99     1.31 528829757     0.00     0.00  av1_get_interp_filter_subpel_kernel
  0.01  10875.30     1.31 238562543     0.00     0.00  revert_scale_extra_bits
  0.01  10876.60     1.30 577370496     0.00     0.00  sign
  0.01  10877.90     1.30 10507972     0.00     0.00  find_comp_rd_in_stats
  0.01  10879.19     1.29                             intra_mode_to_tx_type
  0.01  10880.46     1.27 15076504     0.00     0.00  interpolation_filter_search
  0.01  10881.72     1.26 379577263     0.00     0.00  pre
  0.01  10882.98     1.26 115903093     0.00     0.00  av1_inverse_transform_block
  0.01  10884.23     1.25                             aom_highbd_convolve_copy_c
  0.01  10885.46     1.23 195366250     0.00     0.00  av1_get_ext_tx_set_type
  0.01  10886.69     1.23 13812475     0.00     0.00  calc_interp_skip_pred_flag
  0.01  10887.92     1.23 55913327     0.00     0.00  update_coeff_general
  0.01  10889.14     1.23   286410     0.00     0.00  av1_inv_txfm2d_add_32x8_c
  0.01  10890.36     1.22 614665323     0.00     0.00  av1_get_mv_joint
  0.01  10891.58     1.22   422403     0.00     0.00  init_inter_mode_search_state
  0.01  10892.78     1.20  3955968     0.00     0.00  aom_blend_a64_hmask_c
  0.01  10893.96     1.18 14442328     0.00     0.00  av1_iidentity32_c
  0.01  10895.14     1.18  9206430     0.00     0.00  setup_ref_mv_list
  0.01  10896.31     1.17 139382617     0.00     0.00  calculate_sse
  0.01  10897.47     1.16  9466257     0.00     0.00  predict_skip_flag
  0.01  10898.62     1.15 120246373     0.00     0.00  build_inter_predictors_for_plane
  0.01  10899.76     1.14 217746973     0.00     0.00  is_global_mv_block
  0.01  10900.86     1.10 176098024     0.00     0.00  get_flip_cfg
  0.01  10901.93     1.07 310754598     0.00     0.00  is_mv_in
  0.01  10902.98     1.05 399628994     0.00     0.00  is_cur_buf_hbd
  0.01  10904.01     1.03 148021595     0.00     0.00  av1_get_txb_size_index
  0.01  10905.01     1.01 238562543     0.00     0.00  av1_init_inter_params
  0.01  10906.01     1.00  1528318     0.00     0.00  av1_dr_prediction_z2_c
  0.01  10906.99     0.98 390889819     0.00     0.00  av1_get_filter
  0.01  10907.96     0.97 477125086     0.00     0.00  av1_get_interp_filter_params_with_block_size
  0.01  10908.92     0.96 111627929     0.00     0.00  pixel_dist_visible_only
  0.01  10909.88     0.96  2452329     0.00     0.00  joint_motion_search
  0.01  10910.83     0.95 28447128     0.00     0.00  txfm_yrd
  0.01  10911.77     0.95 120246373     0.00     0.00  is_chroma_reference
  0.01  10912.72     0.95 111627929     0.00     0.00  pixel_dist
  0.01  10913.65     0.93 31083481     0.00     0.00  av1_nn_output_prec_reduce
  0.01  10914.57     0.93 596882153     0.00     0.00  av1_get_adjusted_tx_size
  0.01  10915.49     0.92 90370220     0.00     0.00  restore_dst_buf
  0.01  10916.41     0.92 115903093     0.00     0.00  init_txfm_param
  0.01  10917.32     0.91 212550217     0.00     0.00  av1_init_warp_params
  0.01  10918.23     0.91  3039647     0.00     0.00  pick_wedge
  0.01  10919.13     0.91 115903093     0.00     0.00  get_flip_cfg
  0.01  10920.04     0.91 21020446     0.00     0.00  add_tpl_ref_mv
  0.01  10920.92     0.88  2468398     0.00     0.00  aom_blend_a64_vmask_c
  0.01  10921.79     0.87 63850574     0.00     0.00  pixel_diff_dist
  0.01  10922.65     0.86 71901024     0.00     0.00  set_blk_skip
  0.01  10923.51     0.86 35503599     0.00     0.00  txfm_rd_in_plane
  0.01  10924.36     0.86 176244365     0.00     0.00  av1_merge_rd_stats
  0.01  10925.22     0.86 164539471     0.00     0.00  aom_variance8x8_c
  0.01  10926.06     0.85 146986225     0.00     0.00  av1_allow_warp
  0.01  10926.90     0.84 370273796     0.00     0.00  av1_init_rd_stats
  0.01  10927.74     0.84 223688534     0.00     0.00  clamp_mv
  0.01  10928.58     0.84 111490080     0.00     0.00  get_br_cost_with_diff
  0.01  10929.42     0.84 23292655     0.00     0.00  estimate_yrd_for_sb
  0.01  10930.26     0.84 70326404     0.00     0.00  get_switchable_rate
  0.01  10931.09     0.84 759154526     0.00     0.00  sp
  0.01  10931.89     0.80 93277999     0.00     0.00  aom_comp_mask_upsampled_pred_c
  0.01  10932.68     0.79 528829757     0.00     0.00  get_filter_offset
  0.01  10933.46     0.79 64489549     0.00     0.00  update_txk_array
  0.01  10934.24     0.78 51600672     0.00     0.00  av1_fidentity4_c
  0.01  10935.02     0.78 16370531     0.00     0.00  txfm_search
  0.01  10935.79     0.77 46460734     0.00     0.00  txfm_partition_context
  0.01  10936.56     0.77 141161924     0.00     0.00  get_ext_tx_types
  0.01  10937.32     0.76 384349948     0.00     0.00  clamp
  0.01  10938.06     0.74 12888965     0.00     0.00  find_mb_rd_info
  0.01  10938.79     0.73 448632109     0.00     0.00  clamp
  0.01  10939.52     0.73 29486492     0.00     0.00  av1_make_masked_inter_predictor
  0.01  10940.25     0.73 175544327     0.00     0.00  mvsad_err_cost
  0.01  10940.97     0.72 390889819     0.00     0.00  av1_is_scaled
  0.01  10941.69     0.72 56801650     0.00     0.00  av1_get_pred_context_switchable_interp
  0.01  10942.40     0.71  8671472     0.00     0.00  select_tx_size_and_type
  0.01  10943.10     0.70 44771674     0.00     0.00  get_qc_dqc_low
  0.01  10943.79     0.70 247953004     0.00     0.00  is_cur_buf_hbd
  0.01  10944.48     0.69 18951486     0.00     0.00  av1_predict_intra_block
  0.01  10945.15     0.67 44426279     0.00     0.00  av1_subtract_plane
  0.01  10945.81     0.66 15023442     0.00     0.00  pick_tx_size_type_yrd
  0.01  10946.46     0.65 176098024     0.00     0.00  av1_fwd_txfm
  0.01  10947.11     0.65 33078723     0.00     0.00  inter_mode_search_order_independent_skip
  0.01  10947.76     0.65 18786103     0.00     0.00  scan_col_mbmi
  0.01  10948.41     0.65 71386107     0.00     0.00  inter_mode_compatible_skip
  0.01  10949.06     0.65 18013606     0.00     0.00  try_tx_block_no_split
  0.01  10949.69     0.63 10177127     0.00     0.00  pick_interinter_seg
  0.01  10950.30     0.61 390889819     0.00     0.00  is_intrabc_block
  0.01  10950.91     0.61 211190153     0.00     0.00  av1_get_interp_filter_subpel_kernel
  0.01  10951.51     0.60 156834570     0.00     0.00  get_plane_block_size
  0.01  10952.10     0.60 70594182     0.00     0.00  update_skip
  0.01  10952.69     0.59 13812475     0.00     0.00  fast_dual_interp_filter_rd
  0.01  10953.27     0.58 79585589     0.00     0.00  av1_broadcast_interp_filter
  0.01  10953.85     0.58 113790373     0.00     0.00  set_dc_sign
  0.01  10954.43     0.58 79727629     0.00     0.00  av1_get_skip_context
  0.01  10955.01     0.58 67259828     0.00     0.00  is_global_mv_block
  0.01  10955.58     0.58 36986837     0.00     0.00  get_this_mv
  0.01  10956.15     0.57 176386721     0.00     0.00  av1_get_adjusted_tx_size
  0.01  10956.72     0.57 169180028     0.00     0.00  av1_get_max_eob
  0.01  10957.29     0.57  4711009     0.00     0.00  av1_filter_intra_edge_c
  0.01  10957.85     0.56 151307760     0.00     0.00  sinpi_arr
  0.01  10958.41     0.56 238562543     0.00     0.00  has_scale
  0.01  10958.97     0.56 84931500     0.00     0.00  aom_variance8x16_c
  0.00  10959.51     0.54     2250     0.00     0.00  search_one_dual
  0.00  10960.05     0.54 115903093     0.00     0.00  inv_txfm2d_add_facade
  0.00  10960.59     0.54 103081346     0.00     0.00  av1_enc_build_inter_predictor
  0.00  10961.12     0.53 206649261     0.00     0.00  get_buf_from_mv
  0.00  10961.65     0.53        1     0.53     0.53  av1_qm_init
  0.00  10962.18     0.53 66662400     0.00     0.00  paeth_predictor_single
  0.00  10962.71     0.53  7490669     0.00     0.00  compound_single_motion_search
  0.00  10963.23     0.52 223688534     0.00     0.00  av1_is_scaled
  0.00  10963.75     0.52 17305524     0.00     0.00  get_plane_type
  0.00  10964.27     0.52 62071064     0.00     0.00  get_relative_dist
  0.00  10964.78     0.51 152005953     0.00     0.00  get_txsize_entropy_ctx
  0.00  10965.28     0.51 139925716     0.00     0.00  get_ext_tx_set
  0.00  10965.78     0.50 20354254     0.00     0.00  av1_build_inter_predictors_for_planes_single_buf
  0.00  10966.28     0.50        1     0.50     0.50  av1_get_global_headers
  0.00  10966.77     0.49 199987200     0.00     0.00  abs_diff
  0.00  10967.26     0.49 64102110     0.00     0.00  highbd_fwd_txfm_8x8
  0.00  10967.75     0.49 272990267     0.00     0.00  av1_invalid_rd_stats
  0.00  10968.24     0.49   685723     0.00     0.00  smooth_v_predictor
  0.00  10968.73     0.49 42680264     0.00     0.00  clamp_mv_to_umv_border_sb
  0.00  10969.21     0.48 88031179     0.00     0.00  get_uni_comp_ref_idx
  0.00  10969.69     0.48 18156472     0.00     0.00  scan_row_mbmi
  0.00  10970.17     0.48   689274     0.00     0.00  smooth_h_predictor
  0.00  10970.65     0.48    99666     0.00     0.00  get_gradient_hist
  0.00  10971.12     0.48 122979544     0.00     0.00  get_plane_block_size
  0.00  10971.59     0.47 115903093     0.00     0.00  get_txw_idx
  0.00  10972.06     0.47  6400537     0.00     0.00  init_rd_record_tree
  0.00  10972.52     0.46 176098024     0.00     0.00  av1_lowbd_fwd_txfm_c
  0.00  10972.98     0.46 176098024     0.00     0.00  get_rect_tx_log_ratio
  0.00  10973.44     0.46 43396406     0.00     0.00  get_drl_cost
  0.00  10973.89     0.45 233451966     0.00     0.00  has_second_ref
  0.00  10974.34     0.45 30259648     0.00     0.00  av1_iidentity4_c
  0.00  10974.79     0.45 22677801     0.00     0.00  build_cur_mv
  0.00  10975.24     0.45 44818223     0.00     0.00  av1_get_ref_mv_from_stack
  0.00  10975.68     0.44 97759854     0.00     0.00  get_single_mode
  0.00  10976.11     0.44 45142836     0.00     0.00  get_plane_block_size
  0.00  10976.55     0.44 24347996     0.00     0.00  get_dev
  0.00  10976.98     0.43 528829757     0.00     0.00  get_filter_base
  0.00  10977.41     0.43 161603145     0.00     0.00  get_txb_high
  0.00  10977.84     0.43 10507972     0.00     0.00  compute_valid_comp_types
  0.00  10978.26     0.43  9816639     0.00     0.00  handle_newmv
  0.00  10978.68     0.42                             intra_mode_to_tx_type
  0.00  10979.10     0.42 45142836     0.00     0.00  get_entropy_contexts_plane
  0.00  10979.52     0.42 20354254     0.00     0.00  build_inter_predictors_single_buf
  0.00  10979.94     0.42 18951486     0.00     0.00  has_top_right
  0.00  10980.35     0.41 57193889     0.00     0.00  aom_variance16x16_c
  0.00  10980.76     0.41 22880644     0.00     0.00  ref_mv_idx_early_breakout
  0.00  10981.17     0.41 368435970     0.00     0.00  is_inter_block
  0.00  10981.57     0.41   552156     0.00     0.00  obmc_diamond_search_sad
  0.00  10981.97     0.40 84161760     0.00     0.00  aom_variance16x8_c
  0.00  10982.37     0.40   422403     0.00     0.00  set_params_rd_pick_inter_mode
  0.00  10982.77     0.40 11846670     0.00     0.00  process_compound_ref_mv_candidate
  0.00  10983.16     0.39 76568479     0.00     0.00  interp_model_rd_eval
  0.00  10983.54     0.38 50266016     0.00     0.00  av1_set_txb_context
  0.00  10983.91     0.38 28373121     0.00     0.00  skip_repeated_mv
  0.00  10984.28     0.37 223688534     0.00     0.00  av1_is_valid_scale
  0.00  10984.65     0.37 142391889     0.00     0.00  av1_quantize_fp_c
  0.00  10985.01     0.37                             aom_highbd_lpf_vertical_14_dual_c
  0.00  10985.38     0.37  3242952     0.00     0.00  try_tx_block_split
  0.00  10985.74     0.36 35585142     0.00     0.00  av1_get_tx_size
  0.00  10986.10     0.36 390889819     0.00     0.00  av1_is_valid_scale
  0.00  10986.46     0.36 148835431     0.00     0.00  av1_ref_frame_type
  0.00  10986.82     0.36   969460     0.00     0.00  av1_dr_prediction_z1_c
  0.00  10987.18     0.36 18358446     0.00     0.00  ref_mv_idx_to_search
  0.00  10987.53     0.36 75983385     0.00     0.00  have_nearmv_in_inter_mode
  0.00  10987.89     0.36  7133708     0.00     0.00  build_second_inter_pred
  0.00  10988.24     0.35 81562049     0.00     0.00  get_br_cost
  0.00  10988.59     0.35 108427372     0.00     0.00  get_ref_filter_type
  0.00  10988.94     0.35 10624190     0.00     0.00  txfm_partition_update
  0.00  10989.29     0.35 26216099     0.00     0.00  prune_ref_by_selective_ref_frame
  0.00  10989.63     0.35 39916389     0.00     0.00  is_nontrans_global_motion
  0.00  10989.97     0.34 154444981     0.00     0.00  clamp
  0.00  10990.31     0.34 145095274     0.00     0.00  get_txb_wide
  0.00  10990.65     0.34 126188353     0.00     0.00  get_plane_type
  0.00  10990.98     0.34  7600354     0.00     0.00  save_comp_rd_search_stat
  0.00  10991.31     0.33 45142836     0.00     0.00  av1_get_entropy_contexts
  0.00  10991.64     0.33 113107089     0.00     0.00  av1_get_contiguous_soft_mask
  0.00  10991.97     0.33  8846651     0.00     0.00  aom_sad4x8x4d_c
  0.00  10992.30     0.33 39821973     0.00     0.00  av1_is_interp_needed
  0.00  10992.63     0.33 64102110     0.00     0.00  av1_fwd_txfm2d_8x8_c
  0.00  10992.95     0.32 161603145     0.00     0.00  get_txb_bwl
  0.00  10993.27     0.32 53451626     0.00     0.00  add_ref_mv_candidate
  0.00  10993.59     0.32 18013606     0.00     0.00  tx_type_rd
  0.00  10993.90     0.32 23144843     0.00     0.00  av1_mode_context_analyzer
  0.00  10994.22     0.32  3528503     0.00     0.00  super_block_uvrd
  0.00  10994.53     0.31 23384709     0.00     0.00  av1_quantize_b_facade
  0.00  10994.84     0.31 169521103     0.00     0.00  is_inter_block
  0.00  10995.15     0.31 23241680     0.00     0.00  av1_is_interp_search_needed
  0.00  10995.46     0.31 176098024     0.00     0.00  set_flip_cfg
  0.00  10995.76     0.30 158247271     0.00     0.00  clamp
  0.00  10996.06     0.30 35570328     0.00     0.00  get_mv_projection
  0.00  10996.36     0.30   784626     0.00     0.00  av1_dr_prediction_z3_c
